box,year,Clutch_size,ld,average_temperature_laying,average_temperature_per1,average_temperature_per2,average_temperature_per3,average_temperature_per4,Num_fledglings,Num_chicks,num_neighbors,Mother
EX41,1966,10,123,9.355,NA,NA,NA,NA,0,0,6,BA42243
CP22,1965,12,109,7.254166667,NA,NA,NA,NA,0,0,7,BA42271
C132,1965,10,116,9.255,12.77142857,10.9875,10.5875,13.8625,0,10,6,BA42294
SW123,1965,7,124,11.21428571,NA,NA,NA,NA,5,6,6,BA42322
EX40,1965,11,119,10.41363636,12.67333333,11.23125,12.46875,15.85,10,11,6,BA42325
CP14,1965,9,117,9.266666667,13.12083333,11.0625,10.7125,12.8875,0,9,6,BA42327
O61,1965,10,110,7.27,11.38333333,12.5125,11.94375,11.525,10,10,3,BA42329
O49,1966,10,119,11.085,NA,NA,NA,NA,0,0,6,BA42329
EX9,1965,9,132,12.72777778,11.44,11.525,15.18125,15.33125,9,9,7,BA42340
SW10,1965,7,119,10.00714286,12.39333333,11.3,10.69375,14.4625,7,7,5,BA42344
SW10,1966,8,125,9.14375,11.39285714,11.41875,15.7375,16.8375,8,8,5,BA42344
O36,1965,6,117,8.491666667,12.10416667,12.5125,11.94375,11.525,2,2,7,BA42394
W9,1966,8,123,9.3125,NA,NA,NA,NA,0,0,6,BA42455
W4A,1968,8,121,8.525,8.658823529,12.56875,14.175,15.1,7,8,6,BA42455
O12,1965,11,112,8.404545455,12.715625,10.9125,10.675,13.3625,7,11,4,BA42495
SW90,1965,8,126,12.5875,12.48571429,10.5875,13.8625,15.89375,8,8,3,BA42502
SW90,1966,9,124,9.088888889,NA,NA,NA,NA,0,0,3,BA42502
B38,1968,9,117,9.888888889,8.570588235,10.26875,14.55,13.79375,8,9,6,BA42502
B119,1965,9,124,11.73888889,12.7375,11.23125,12.46875,15.85,9,9,6,BA42515
C29,1965,8,117,9.11875,12.9625,11.26875,11.23125,12.46875,0,8,7,BA42517
C103,1966,9,117,11.77222222,NA,NA,NA,NA,0,0,5,BA42517
C24A,1967,7,112,8.114285714,10.296875,10.03125,11.14375,12.84375,7,7,8,BA42517
C24A,1968,8,115,10.525,8.628571429,8.68125,11.79375,14.45625,0,NA,7,BA42517
C105,1969,6,117,7.575,NA,NA,NA,NA,3,5,6,BA42517
C105,1965,6,127,12.50833333,NA,NA,NA,NA,0,0,5,BA42518
C4,1966,8,121,11.0125,10.86333333,10.99375,13.90625,17.14375,8,8,5,BA42518
C156,1967,8,114,9.15,10.028125,10.1,11.3875,13.59375,8,8,6,BA42518
C52,1968,9,114,10.56666667,NA,NA,NA,NA,4,5,4,BA42518
C147,1965,8,119,9.86875,NA,NA,NA,NA,0,0,6,BA42567
B40,1966,9,135,11.66111111,12.20384615,16.3375,15.725,14.78125,0,NA,5,BA42582
B190,1965,9,123,11.32777778,12.67857143,10.7125,12.8875,16.0625,9,9,2,BA42595
B25,1965,9,120,10.64444444,12.60384615,11.9,10.9625,14.71875,8,8,4,BA42659
B226,1966,8,121,11.0125,10.73928571,11.20625,13.575,16.80625,8,8,7,BA42659
B24,1965,10,124,12.24,12.52916667,10.7125,12.8875,16.0625,9,10,5,BA42663
B124,1966,9,122,10.09444444,11.23571429,10.84375,14.375,17.53125,8,9,6,BA42663
B24,1967,8,121,8.075,NA,NA,NA,NA,0,0,6,BA42663
B224,1968,9,118,9.633333333,NA,NA,NA,NA,7,9,5,BA42663
B87,1965,8,124,11.4,12.73461538,11.23125,12.46875,15.85,8,8,5,BA42664
B87,1966,7,127,9.278571429,11.365625,12.925,16.525,15.38125,6,7,4,BA42664
B186,1967,7,130,12.09285714,10.67666667,13.41875,12.575,14.80625,0,NA,4,BA42664
B177,1965,9,116,9.122222222,12.67,10.9875,10.5875,13.8625,8,9,7,BA42673
B116,1965,10,120,10.805,12.61785714,11.825,11.9125,15.46875,10,10,7,BA42682
B115,1966,10,123,9.355,NA,NA,NA,NA,0,0,5,BA42682
B145,1965,10,118,9.665,13.2875,10.9875,10.5875,13.8625,7,8,7,BA42687
B137,1966,9,123,9.311111111,11.36923077,10.84375,14.375,17.53125,6,6,5,BA42687
MP56,1965,11,110,7.418181818,11.73214286,12.5125,11.94375,11.525,11,11,4,BA42691
SW57,1965,9,122,11.26111111,NA,NA,NA,NA,0,0,5,BA42723
C119,1965,5,108,6.14,9.563157895,14.3,10.9875,10.5875,0,5,3,BA42725
B55,1965,9,121,11.01666667,12.53846154,11.94375,11.525,15.18125,9,9,6,BA42742
SW103,1965,11,114,8.959090909,12.10294118,11.9,10.9625,14.71875,10,10,5,BA42754
SW104,1966,9,133,11.65,11.42083333,14.975,17.3375,14.25625,6,9,4,BA42754
B71,1965,10,120,10.805,12.53846154,11.94375,11.525,15.18125,9,9,6,BA42764
B171,1966,9,122,10.09444444,11.09666667,10.89375,14.975,17.3375,0,NA,4,BA42764
CP26,1966,8,117,12.10625,NA,NA,NA,NA,0,0,6,BA42765
CP32,1967,5,111,6.6,NA,NA,NA,NA,0,0,5,BA42765
CP24,1968,7,119,9.278571429,NA,NA,NA,NA,0,0,8,BA42765
MP81,1965,9,119,10.02777778,12.42333333,11.94375,11.525,15.18125,9,9,2,BA42790
B134,1965,10,111,7.595,12.38529412,11.0625,10.7125,12.8875,10,10,6,BA42807
C39,1965,9,111,7.45,11.99411765,11.26875,11.23125,12.46875,0,9,5,BA42993
EX39,1965,11,116,9.222727273,12.53214286,11.3,10.69375,14.4625,10,11,6,BA43044
CP35,1967,12,113,8.1875,11.00714286,10.1875,11.6125,13.46875,0,12,5,BA43060
EX3,1965,11,115,9.177272727,NA,NA,NA,NA,0,0,6,BA43317
B15,1965,11,115,9.177272727,12.25263158,11.23125,12.46875,15.85,11,11,6,BA43389
B103,1968,10,113,10.64,NA,NA,NA,NA,7,8,5,BA44513
B118,1968,10,116,9.98,8.515789474,11.79375,14.45625,14.48125,7,10,4,BA44515
B125,1969,9,119,9.316666667,NA,NA,NA,NA,0,0,5,BA44515
B16,1970,11,124,13.43181818,12.45384615,14.175,17.90625,16.2,0,NA,5,BA44515
B117,1971,8,134,11.04375,11.57916667,12.475,10.8,12.99375,8,8,4,BA44515
B24,1972,9,117,9.411111111,9.820588235,11.75625,10.71875,11.3875,3,5,5,BA44515
B228,1968,9,118,9.633333333,NA,NA,NA,NA,2,9,6,BA44517
B229,1969,9,126,12.16666667,NA,NA,NA,NA,3,3,6,BA44517
B123,1970,10,128,12.49,12.63181818,14.66875,18.4125,15.80625,0,NA,5,BA44517
B7,1969,7,118,8.707142857,NA,NA,NA,NA,0,NA,5,BA44531
B227,1970,11,125,13.25909091,12.35,13.89375,17.24375,16.50625,11,11,2,BA44537
W60,1969,9,121,10.05,11.48571429,11.81875,10.96875,15.475,8,9,3,BA44539
B166,1969,6,121,9.883333333,NA,NA,NA,NA,0,0,6,BA44541
MP29,1969,6,124,10.45833333,NA,NA,NA,NA,0,NA,3,BA44543
MP25,1971,6,127,13.74166667,NA,NA,NA,NA,0,0,3,BA44543
MP22,1972,8,112,7.31875,NA,NA,NA,NA,0,0,3,BA44543
B121,1969,7,121,9.871428571,NA,NA,NA,NA,5,7,5,BA44545
B20,1970,9,117,10.32777778,13.02307692,12.1875,13.89375,17.24375,8,9,4,BA44545
SW6,1967,8,119,8.46875,10.93888889,11.30625,13.66875,12.95,7,8,3,BA44623
EX62I,1968,7,120,8.885714286,8.8075,13.03125,14.05625,15.40625,5,5,3,BA44623
SW5,1969,7,133,10.98571429,11.33214286,11.04375,16.46875,13.40625,6,7,4,BA44623
W33,1965,8,126,12.5875,12.48571429,10.5875,13.8625,15.89375,0,NA,3,BA44625
SW104,1965,11,122,11.68181818,12.7375,11.23125,12.46875,15.85,0,11,4,BA44662
O38,1965,6,119,9.933333333,12.10294118,11.9,10.9625,14.71875,6,6,5,BA44669
SW4,1965,6,131,15.03333333,NA,NA,NA,NA,0,0,5,BA44678
CP31,1966,9,121,10.73333333,NA,NA,NA,NA,0,0,5,BA44701
O27A,1965,9,120,10.64444444,12.9375,11.3,10.69375,14.4625,8,8,3,BA44713
O51,1965,9,116,9.122222222,12.10294118,11.9,10.9625,14.71875,8,9,4,BA44715
EX43,1965,6,112,8.075,NA,NA,NA,NA,0,0,5,BA44716
O5,1965,12,110,7.641666667,NA,NA,NA,NA,0,0,2,BA44717
W74,1965,8,114,8.05625,12.603125,11.0625,10.7125,12.8875,0,8,7,BA44718
CP30,1965,10,111,7.595,11.34615385,13.24375,11.9,10.9625,9,9,3,BA44719
CP29,1965,12,112,8.6,12.75666667,10.9125,10.675,13.3625,12,12,4,BA44720
EX60,1965,8,121,10.8625,NA,NA,NA,NA,0,0,3,BA44722
EX27,1965,10,118,9.665,NA,NA,NA,NA,0,0,5,BA44723
O16,1965,7,118,9.428571429,12.9625,11.26875,11.23125,12.46875,6,7,7,BA44724
O107,1965,8,118,9.55625,12.15625,11.9,10.9625,14.71875,8,8,3,BA44725
O109,1966,6,119,12.45833333,NA,NA,NA,NA,4,5,3,BA44725
O82,1967,7,112,8.114285714,NA,NA,NA,NA,0,0,7,BA44725
O82,1968,8,115,10.525,8.665,10.26875,14.55,13.79375,6,7,5,BA44725
O85,1969,4,118,7.425,NA,NA,NA,NA,0,0,6,BA44725
O84,1971,7,123,12.09285714,12.10294118,11.3875,12.0125,10.925,4,5,7,BA44725
W3,1965,9,120,10.64444444,NA,NA,NA,NA,0,0,5,BA44726
W13,1966,10,123,9.355,11.35769231,10.89375,14.975,17.3375,10,10,7,BA44726
W100,1965,12,116,9.395833333,12.81153846,11.3,10.69375,14.4625,12,12,4,BA44727
W100,1966,8,123,9.3125,NA,NA,NA,NA,0,0,5,BA44727
EX62C,1965,8,126,12.5875,NA,NA,NA,NA,0,0,3,BA44728
EX45,1965,11,110,7.418181818,12.3375,11.26875,11.23125,12.46875,11,11,5,BA44729
O102,1965,9,124,11.73888889,NA,NA,NA,NA,0,0,3,BA44730
O64,1965,8,117,9.11875,12.321875,11.3,10.69375,14.4625,8,8,4,BA44731
O67,1966,8,122,10.16875,11.03571429,10.99375,13.90625,17.14375,8,8,5,BA44731
O113,1965,8,119,9.86875,12.27,11.9,10.9625,14.71875,3,8,7,BA44733
O110,1966,9,122,10.09444444,NA,NA,NA,NA,0,0,6,BA44733
W95,1965,10,121,11.145,12.5625,11.94375,11.525,15.18125,10,10,4,BA44734
W104,1965,9,119,10.02777778,12.81153846,11.3,10.69375,14.4625,8,9,4,BA44735
EX73,1965,10,113,8.54,12.715625,10.9125,10.675,13.3625,10,10,4,BA44736
W101,1965,10,117,9.23,12.53214286,11.3,10.69375,14.4625,9,10,4,BA44737
SW124,1967,9,119,8.622222222,10.96333333,11.14375,12.84375,12.73125,8,9,6,BA44740
B172,1967,6,131,12.01666667,NA,NA,NA,NA,0,0,4,BA44741
B139,1969,7,123,10.67142857,NA,NA,NA,NA,0,0,6,BA44741
B81,1967,7,126,12.02857143,10.58076923,11.3875,13.59375,13.3375,6,6,4,BA44742
B222,1967,7,129,12.26428571,10.5875,13.41875,12.575,14.80625,0,7,4,BA44745
B225,1967,4,128,12.475,10.99230769,11.30625,13.66875,12.95,0,NA,7,BA44746
MP1,1968,8,114,10.7375,8.62,8.68125,11.79375,14.45625,8,8,3,BA44746
SW39,1967,7,136,9.957142857,11.58333333,13.46875,13.65625,14.70625,3,7,3,BA44750
SW101,1965,10,133,12.495,11.35416667,13.3625,15.93125,14.9125,8,10,5,BA44752
B84,1968,7,135,8.771428571,12.06785714,13.71875,15.88125,14.16875,7,7,4,BA44837
EX56,1967,10,120,8.67,NA,NA,NA,NA,0,0,2,BA44874
W96,1967,7,114,9.542857143,10.15,10.03125,11.14375,12.84375,6,6,5,BA44879
W92,1968,10,118,9.475,NA,NA,NA,NA,0,0,3,BA44879
MP86,1969,7,123,10.67142857,11.67352941,11.68125,11.63125,16.19375,5,6,2,BA44959
SW45,1969,8,124,10.91875,11.6,11.84375,11.04375,16.46875,0,8,3,BA44971
EX61,1965,10,110,7.27,12.05833333,11.0625,10.7125,12.8875,10,10,5,BA47577
EX61,1966,9,124,9.088888889,11.35769231,10.89375,14.975,17.3375,9,9,3,BA47577
EX59,1967,8,108,7.30625,8.910714286,11.99375,10.1,11.3875,5,6,3,BA47577
O116,1965,7,126,11.99285714,12.571875,10.69375,14.4625,15.6875,6,7,6,BA47584
EX39B,1965,10,108,7.21,10.459375,13.24375,11.9,10.9625,10,10,7,BA47587
EX10A,1965,12,109,7.254166667,11.34615385,13.24375,11.9,10.9625,12,12,7,BA47588
EX14A,1966,10,124,9.24,11.60357143,11.74375,16.225,16.34375,0,9,5,BA47588
C31,1965,9,122,11.26111111,12.70357143,11.23125,12.46875,15.85,6,9,4,BA47650
C30,1966,10,121,10.61,11.23076923,10.99375,13.90625,17.14375,10,10,4,BA47650
C131,1967,11,114,8.277272727,11.00714286,10.1875,11.6125,13.46875,11,11,4,BA47650
O80,1965,9,115,8.805555556,NA,NA,NA,NA,0,0,5,BA47693
EX43A,1965,9,112,7.805555556,11.34615385,13.24375,11.9,10.9625,9,9,7,BA47765
EX29A,1966,6,118,12.80833333,10.31944444,11.38125,12.925,16.525,5,5,7,BA47765
EX45,1967,9,117,8.716666667,11.025,10.275,11.975,13.45,7,9,7,BA47765
EX29A,1968,6,120,8.858333333,NA,NA,NA,NA,0,0,4,BA47765
C163,1965,9,116,9.122222222,12.9,10.9125,10.675,13.3625,7,8,3,BA47833
C13,1966,11,118,11.05454545,10.86333333,10.99375,13.90625,17.14375,11,11,2,BA47834
C53,1965,10,128,13.87,NA,NA,NA,NA,0,0,6,BA47836
C149,1965,8,127,13.73125,NA,NA,NA,NA,0,0,3,BA47837
B191,1965,6,109,6.791666667,9.916666667,13.94375,11.3,10.69375,0,NA,3,BA47840
B85,1966,7,122,10.40714286,10.890625,10.84375,14.375,17.53125,7,7,5,BA47840
B196,1965,10,111,7.595,12.35833333,10.9125,10.675,13.3625,8,9,6,BA47845
B217,1966,11,119,10.85,11.03571429,10.99375,13.90625,17.14375,11,11,9,BA47845
B14,1967,7,120,7.935714286,10.93888889,11.30625,13.66875,12.95,6,6,7,BA47845
C146,1965,8,127,13.73125,12.175,10.675,13.3625,15.93125,8,8,2,BA47851
SW77,1965,9,118,9.483333333,12.27,11.9,10.9625,14.71875,9,9,3,BA47854
B7,1966,9,126,9.761111111,NA,NA,NA,NA,0,0,3,BA47860
MP77,1965,9,116,9.122222222,12.9,10.9125,10.675,13.3625,9,9,3,BA47874
MP76,1966,8,130,11.3,10.99583333,12.925,16.525,15.38125,6,8,4,BA47874
O71,1965,8,119,9.86875,12.27,11.9,10.9625,14.71875,7,8,7,BA47885
O105,1965,8,124,11.4,12.73461538,11.23125,12.46875,15.85,4,8,6,BA47901
EX14B,1965,8,112,7.66875,11.99411765,11.26875,11.23125,12.46875,7,8,8,BA47914
SW36,1965,8,122,11.13125,12.65,11.9,10.9625,14.71875,8,8,4,BA47940
MP11,1965,7,130,14.64285714,11.14285714,11.525,15.18125,15.33125,6,7,2,BA47969
SW66,1965,8,130,14.3,11.05,10.9625,14.71875,15.5875,8,8,2,BA47970
SW79,1965,5,118,8.8,12.77,11.0625,10.7125,12.8875,5,5,4,BA47971
SW79,1966,6,125,9.016666667,11.23571429,10.84375,14.375,17.53125,6,6,4,BA47971
SW79,1969,7,122,10.22142857,11.4725,11.65,12.63125,15.725,0,1,5,BA47971
B170,1965,8,124,11.4,12.73461538,11.23125,12.46875,15.85,8,8,4,BA47973
SW6,1965,7,123,10.99285714,NA,NA,NA,NA,0,0,4,BA47974
C44,1965,9,123,11.32777778,12.58636364,11.94375,11.525,15.18125,0,NA,3,BA47975
SW45,1965,7,124,11.21428571,12.64615385,11.825,11.9125,15.46875,7,7,5,BA47976
SW72,1965,7,123,10.99285714,NA,NA,NA,NA,0,0,6,BA47977
SW64,1966,9,125,9.305555556,11.60357143,11.74375,16.225,16.34375,0,NA,4,BA47977
SW88,1965,9,123,11.32777778,12.73461538,11.23125,12.46875,15.85,8,9,4,BA47978
MP79,1965,7,126,11.99285714,NA,NA,NA,NA,0,0,6,BA47979
MP83,1966,10,122,10.015,11.21071429,10.89375,14.975,17.3375,7,10,2,BA47979
MP84,1967,9,118,8.688888889,10.96333333,10.89375,12.66875,12.8875,8,8,3,BA47979
MP25,1968,5,132,9.91,10.571875,14.45625,14.48125,15.09375,5,5,3,BA47979
MP85,1969,9,133,10.91111111,11.875,11.04375,16.46875,13.40625,7,9,2,BA47979
B36,1965,9,122,11.26111111,12.64375,10.675,13.3625,15.93125,3,9,6,BA47980
C52,1965,9,124,11.73888889,12.7375,11.23125,12.46875,15.85,0,9,3,BA47981
C7,1965,10,116,9.255,NA,NA,NA,NA,0,0,5,BA47982
SW40,1965,10,125,12.92,12.175,10.675,13.3625,15.93125,10,10,4,BA47983
SW21,1965,9,120,10.64444444,12.50357143,11.94375,11.525,15.18125,6,9,4,BA47984
SW21,1967,9,117,8.716666667,11.025,10.275,11.975,13.45,7,9,7,BA47984
SW20,1968,9,116,10.23333333,8.636111111,10.26875,14.55,13.79375,5,8,4,BA47984
SW20,1969,9,122,10.43333333,11.63043478,11.04375,16.46875,13.40625,4,9,4,BA47984
SW51,1965,8,127,13.73125,12.175,10.675,13.3625,15.93125,8,8,3,BA47985
SW107,1966,8,124,9.00625,11.36923077,10.84375,14.375,17.53125,6,8,7,BA47986
SW52,1965,8,132,13.24375,NA,NA,NA,NA,0,0,4,BA47987
SW48,1966,7,125,9.057142857,11.15,13.575,16.80625,15.10625,6,7,3,BA47987
C21,1965,8,121,10.8625,12.60384615,11.9,10.9625,14.71875,0,NA,4,BA47988
B229,1965,8,124,11.4,12.675,11.825,11.9125,15.46875,8,8,5,BA47989
B24,1966,7,130,11.20714286,NA,NA,NA,NA,0,0,4,BA47989
C110,1965,9,123,11.32777778,12.675,11.825,11.9125,15.46875,0,NA,3,BA47990
C18,1965,8,127,13.73125,NA,NA,NA,NA,0,0,5,BA47991
SW121,1966,5,136,11.27,11.13333333,12.925,16.525,15.38125,3,3,5,BA47994
SW115,1968,6,125,7.891666667,9.06875,13.03125,14.05625,15.40625,6,6,5,BA47994
SW115,1969,6,135,9.291666667,11.58571429,11.63125,16.19375,13.55625,3,5,7,BA47994
B65,1965,5,120,10.62,12.05277778,11.94375,11.525,15.18125,4,5,5,BA47996
EX38A,1965,11,116,9.222727273,13.385,11.26875,11.23125,12.46875,8,11,4,BA50703
EX39B,1966,10,118,11.315,10.77058824,10.84375,14.375,17.53125,9,10,6,BA50703
EX39A,1967,9,108,7.383333333,9.78125,11.28125,10.55625,12.33125,4,6,4,BA50703
O39,1965,9,117,9.266666667,12.15625,11.9,10.9625,14.71875,0,9,8,BA50732
O72,1965,7,116,8.585714286,12.22222222,11.3,10.69375,14.4625,7,7,4,BA57445
EX18A,1966,10,130,11.02,NA,NA,NA,NA,0,0,7,BA64002
W71,1967,11,113,8.181818182,NA,NA,NA,NA,0,0,7,BA64002
MP7,1965,5,120,10.62,12.05277778,11.94375,11.525,15.18125,4,5,3,BA64007
MP4,1966,9,120,11.15555556,NA,NA,NA,NA,0,0,4,BA64007
B228,1967,8,133,10.03125,11.15909091,13.41875,12.575,14.80625,4,8,3,BA64007
EX35,1965,6,112,8.075,11.43421053,11.26875,11.23125,12.46875,5,5,5,BA64016
EX25,1966,7,127,9.278571429,11.51923077,11.41875,15.7375,16.8375,4,4,5,BA64024
B127,1965,9,114,8.505555556,12.52352941,10.9875,10.5875,13.8625,8,9,6,BA64033
B113,1966,10,120,10.89,10.91538462,11.20625,13.575,16.80625,10,10,6,BA64033
B121,1965,10,119,10.23,12.50357143,11.94375,11.525,15.18125,10,10,5,BA64039
W59,1965,9,129,14.07222222,11.05,10.9625,14.71875,15.5875,9,9,4,BA64055
W43,1966,8,117,12.10625,NA,NA,NA,NA,0,0,4,BA64055
O4,1965,10,123,11.64,12.7375,11.23125,12.46875,15.85,10,10,4,BA64066
O58,1965,9,124,11.73888889,12.7375,11.23125,12.46875,15.85,9,9,7,BA64079
C123,1966,11,121,10.49090909,NA,NA,NA,NA,0,0,6,BA64080
O100,1965,7,126,11.99285714,12.571875,10.69375,14.4625,15.6875,6,7,6,BA64345
B26,1965,8,123,11.15625,12.64615385,11.825,11.9125,15.46875,6,8,6,BA64501
B62A,1965,8,115,8.5625,12.715625,10.9125,10.675,13.3625,7,8,6,BA64508
C112,1965,8,117,9.11875,12.05277778,11.94375,11.525,15.18125,6,6,3,BA64526
O25,1965,8,112,7.66875,11.99411765,11.26875,11.23125,12.46875,8,8,3,BA64534
B36,1966,10,121,10.61,11.07368421,12.925,16.525,15.38125,6,10,5,BA64555
O85,1965,10,115,9.05,12.2025,11.23125,12.46875,15.85,10,10,5,BA64569
SW31,1965,10,119,10.23,12.60384615,11.9,10.9625,14.71875,9,9,4,BA64577
C151,1965,10,125,12.92,12.175,10.675,13.3625,15.93125,4,8,7,BA64653
O30A,1965,9,118,9.483333333,12.27,11.9,10.9625,14.71875,8,9,4,BA64700
EX63,1965,8,125,11.8,12.67692308,10.7125,12.8875,16.0625,0,8,5,BA64716
O86,1965,10,115,9.05,12.9,10.9125,10.675,13.3625,10,10,7,BA64724
O106,1966,6,126,9.05,11.21071429,10.89375,14.975,17.3375,6,6,4,BA64724
O87,1965,11,118,9.881818182,12.634375,11.23125,12.46875,15.85,9,11,6,BA64805
O86,1966,9,135,11.66111111,11.47727273,15.7375,16.8375,14.2125,0,NA,7,BA64805
CP41,1965,8,127,13.73125,12.15769231,10.5875,13.8625,15.89375,6,8,1,BA64841
B47,1965,8,120,10.46875,12.51071429,11.9,10.9625,14.71875,8,8,5,BA64898
B220,1966,8,123,9.3125,11.11666667,11.20625,13.575,16.80625,7,8,7,BA64898
B35,1968,8,115,10.525,9,8.36875,13.48125,13.71875,3,NA,7,BA64898
B151,1969,8,120,9.64375,NA,NA,NA,NA,0,7,4,BA64898
B179,1965,9,118,9.483333333,12.53214286,11.3,10.69375,14.4625,9,9,5,BA64950
B80A,1965,8,124,11.4,12.66666667,10.675,13.3625,15.93125,6,8,3,BA64960
B81,1965,9,116,9.122222222,12.10294118,11.9,10.9625,14.71875,9,9,5,BA64978
EX55,1965,10,113,8.54,NA,NA,NA,NA,0,0,4,BA66079
SW57,1966,9,127,10.02222222,11.45384615,12.23125,16.3375,15.725,9,9,5,BA66196
B22,1966,9,120,11.15555556,10.86333333,10.99375,13.90625,17.14375,9,9,5,BA66198
B227,1966,10,120,10.89,11.05333333,10.84375,14.375,17.53125,8,10,2,BA66199
EX34,1966,9,128,10.6,11.21071429,13.575,16.80625,15.10625,2,9,5,BA66201
EX72,1966,11,123,9.468181818,NA,NA,NA,NA,0,0,4,BA66202
O6,1966,6,139,10.925,12.27916667,16.3375,15.725,14.78125,5,6,2,BA66203
O63,1967,9,112,8.877777778,10.1462963,11.975,13.45,13.80625,0,9,2,BA66203
O71,1966,6,122,10.73333333,10.61333333,11.20625,13.575,16.80625,6,6,6,BA66204
W3,1966,3,129,9.1,11.36923077,10.84375,14.375,17.53125,3,3,6,BA66205
W46,1966,8,129,10.86875,11.23076923,12.925,16.525,15.38125,7,8,5,BA66206
W47,1967,8,117,8.54375,10.84,10.275,11.975,13.45,0,8,5,BA66206
W105,1966,10,131,11.125,11.14090909,13.90625,17.14375,14.86875,7,9,3,BA66207
CP29,1966,9,124,9.088888889,NA,NA,NA,NA,0,0,2,BA66209
EX10,1966,10,126,9.99,11.45384615,12.23125,16.3375,15.725,8,10,6,BA66210
EX11,1967,8,113,9.25,NA,NA,NA,NA,0,0,4,BA66210
EX10,1968,9,116,10.23333333,NA,NA,NA,NA,0,0,3,BA66210
EX39,1966,10,123,9.355,11.48,11.74375,16.225,16.34375,10,10,6,BA66211
O42,1966,8,130,11.3,11.02142857,13.90625,17.14375,14.86875,0,8,5,BA66212
CP40,1966,7,124,8.964285714,11.23571429,10.84375,14.375,17.53125,7,7,1,BA66236
CP40,1967,7,115,9.507142857,10.08571429,9.7375,11.3125,13.41875,4,6,1,BA66236
CP41,1968,7,115,10.71428571,9,8.175,13.03125,14.05625,2,7,2,BA66236
CP39,1969,8,127,12.55,10.93,11.6,13.49375,15.35625,7,8,3,BA66236
EX11,1966,8,127,9.76875,11.57857143,12.23125,16.3375,15.725,8,8,4,BA66249
O75,1966,7,127,9.278571429,NA,NA,NA,NA,0,0,4,BA66250
EX42A,1967,9,116,8.483333333,NA,NA,NA,NA,0,0,6,BA66264
SW104,1967,6,129,12.76666667,NA,NA,NA,NA,0,0,5,BA66310
C45,1967,7,124,10.33571429,NA,NA,NA,NA,0,NA,4,BA66378
MP71,1973,7,113,8.15,8.921875,11.68125,14.40625,11.76875,6,7,2,BA66414
MP71,1974,7,118,8.035714286,NA,NA,NA,NA,0,0,3,BA66414
MP65,1975,8,121,9.6875,10.25714286,10.575,8.95,17.49375,8,8,2,BA66414
MP84,1973,11,114,8.440909091,10.071875,13.88125,12.80625,14.4125,10,11,2,BA66418
MP57,1973,7,124,9.721428571,NA,NA,NA,NA,0,0,6,BA66432
O50,1967,9,118,8.688888889,10.96333333,10.89375,12.66875,12.8875,6,9,5,BA66500
SW4,1967,6,123,8.883333333,NA,NA,NA,NA,0,NA,5,BA66519
B161,1968,10,113,10.64,8.628571429,8.68125,11.79375,14.45625,4,8,6,BA66533
B143,1969,7,114,8.621428571,NA,NA,NA,NA,0,0,4,BA66533
SW6,1966,7,138,10.86428571,11.95909091,16.225,16.34375,14.425,6,7,5,BA66535
B119,1966,8,128,10.16875,11.45384615,12.23125,16.3375,15.725,7,7,6,BA66537
B93,1967,10,115,8.44,10.84,10.275,11.975,13.45,0,10,5,BA66537
MP89,1968,11,115,10.02727273,8.541666667,11.04375,14.63125,13.98125,3,8,3,BA66537
B192,1969,11,125,11.95909091,NA,NA,NA,NA,11,11,2,BA66537
MP79,1967,6,122,8.016666667,10.96333333,11.14375,12.84375,12.73125,4,6,3,BA66580
MP55,1969,7,127,12.4,11.41923077,11.68125,11.63125,16.19375,7,7,2,BA66580
B190,1967,8,118,8.4875,10.90666667,10.55625,12.33125,13.175,8,8,2,BA66690
B189,1968,10,114,10.375,8.9875,8.36875,13.48125,13.71875,8,8,3,BA66690
B226,1969,8,120,9.64375,NA,NA,NA,NA,7,8,3,BA66690
EX73,1968,9,121,8.316666667,NA,NA,NA,NA,0,0,6,BA66800
EX75,1969,9,132,11.15555556,11.7125,10.79375,16.2625,13.43125,0,9,6,BA66800
O49,1967,10,122,9.8,10.99230769,11.30625,13.66875,12.95,7,8,5,BA66843
O58,1968,10,117,9.805,8.74,9.41875,14.375,13.625,0,10,3,BA66843
MP51,1966,8,117,12.10625,10.26071429,11,11.41875,15.7375,5,8,5,BA72776
B150,1966,7,136,11.65714286,11.105,14.375,17.53125,14.45,5,7,9,BA72777
B84,1966,8,134,11.78125,NA,NA,NA,NA,0,0,3,BA72778
B214,1968,9,111,11.92222222,NA,NA,NA,NA,0,NA,5,BA72778
B214,1969,9,110,7.983333333,NA,NA,NA,NA,0,NA,5,BA72778
B213,1970,11,113,8.840909091,13.22857143,11.9125,13.8375,16.46875,6,6,4,BA72778
MP11,1966,9,120,11.15555556,10.86333333,10.99375,13.90625,17.14375,8,9,5,BA72779
MP37,1966,9,116,11.97777778,NA,NA,NA,NA,0,0,4,BA72780
SW31,1966,4,129,9.2625,11.403125,12.23125,16.3375,15.725,3,4,3,BA72781
SW29,1967,6,123,8.883333333,11.046875,11.30625,13.66875,12.95,3,6,4,BA72781
SW31,1968,7,116,10.52857143,8.628571429,8.68125,11.79375,14.45625,3,7,3,BA72781
SW31,1969,7,124,10.62857143,11.57142857,11.8625,10.79375,16.2625,4,7,4,BA72781
C34A,1966,10,122,10.015,11.36923077,10.84375,14.375,17.53125,7,7,4,BA72782
