box,year,Mother,average_temperature_per1,average_temperature_per2,average_temperature_per3,average_temperature_per4,average_temperature_laying,Hf2_r,peak_food,mismatch
CP30,1965,BA44719,11.34615385,13.24375,11.9,10.9625,7.595,148,142,6
CP29,1965,BA44720,12.75666667,10.9125,10.675,13.3625,8.6,148,147,1
O16,1965,BA44724,12.9625,11.26875,11.23125,12.46875,9.428571429,148,145,3
O107,1965,BA44725,12.15625,11.9,10.9625,14.71875,9.55625,148,150,-2
O82,1968,BA44725,8.665,10.26875,14.55,13.79375,10.525,157,151,6
O84,1971,BA44725,12.10294118,11.3875,12.0125,10.925,12.09285714,155,155,0
W13,1966,BA44726,11.35769231,10.89375,14.975,17.3375,9.355,154,154,0
W13,1967,BA44726,11.00714286,10.1875,11.6125,13.46875,8.44,156,147,9
W100,1965,BA44727,12.81153846,11.3,10.69375,14.4625,9.395833333,148,149,-1
W100,1967,BA44727,10.03,9.86875,11.30625,13.66875,8.3875,156,145,11
EX45,1965,BA44729,12.3375,11.26875,11.23125,12.46875,7.418181818,148,145,3
O64,1965,BA44731,12.321875,11.3,10.69375,14.4625,9.11875,148,149,-1
O67,1966,BA44731,11.03571429,10.99375,13.90625,17.14375,10.16875,154,152,2
O113,1965,BA44733,12.27,11.9,10.9625,14.71875,9.86875,148,150,-2
W95,1965,BA44734,12.5625,11.94375,11.525,15.18125,11.145,148,151,-3
W104,1965,BA44735,12.81153846,11.3,10.69375,14.4625,10.02777778,148,149,-1
EX73,1965,BA44736,12.715625,10.9125,10.675,13.3625,8.54,148,147,1
W101,1965,BA44737,12.53214286,11.3,10.69375,14.4625,9.23,148,149,-1
SW124,1967,BA44740,10.96333333,11.14375,12.84375,12.73125,8.622222222,156,151,5
B81,1967,BA44742,10.58076923,11.3875,13.59375,13.3375,12.02857143,156,154,2
B216,1967,BA44744,10.70384615,12.84375,12.73125,14.6625,11.67857143,156,159,-3
B222,1967,BA44745,10.5875,13.41875,12.575,14.80625,12.26428571,156,160,-4
B225,1967,BA44746,10.99230769,11.30625,13.66875,12.95,12.475,156,153,3
MP1,1968,BA44746,8.62,8.68125,11.79375,14.45625,10.7375,157,145,12
SW39,1967,BA44750,11.58333333,13.46875,13.65625,14.70625,9.957142857,156,163,-7
SW101,1965,BA44752,11.35416667,13.3625,15.93125,14.9125,12.495,148,163,-15
B84,1968,BA44837,12.06785714,13.71875,15.88125,14.16875,8.771428571,157,164,-7
EX53,1968,BA44874,8.675,9.41875,14.375,13.625,9.888888889,157,150,7
W96,1967,BA44879,10.15,10.03125,11.14375,12.84375,9.542857143,156,143,13
MP86,1969,BA44959,11.67352941,11.68125,11.63125,16.19375,10.67142857,158,155,3
SW45,1969,BA44971,11.6,11.84375,11.04375,16.46875,10.91875,158,154,4
EX61,1965,BA47577,12.05833333,11.0625,10.7125,12.8875,7.27,148,146,2
EX61,1966,BA47577,11.35769231,10.89375,14.975,17.3375,9.088888889,154,154,0
EX59,1967,BA47577,8.910714286,11.99375,10.1,11.3875,7.30625,156,138,18
O116,1965,BA47584,12.571875,10.69375,14.4625,15.6875,11.99285714,148,157,-9
EX39B,1965,BA47587,10.459375,13.24375,11.9,10.9625,7.21,148,142,6
EX10A,1965,BA47588,11.34615385,13.24375,11.9,10.9625,7.254166667,148,142,6
EX14A,1966,BA47588,11.60357143,11.74375,16.225,16.34375,9.24,154,156,-2
C31,1965,BA47650,12.70357143,11.23125,12.46875,15.85,11.26111111,148,153,-5
C30,1966,BA47650,11.23076923,10.99375,13.90625,17.14375,10.61,154,152,2
C131,1967,BA47650,11.00714286,10.1875,11.6125,13.46875,8.277272727,156,147,9
EX43A,1965,BA47765,11.34615385,13.24375,11.9,10.9625,7.805555556,148,142,6
EX29A,1966,BA47765,10.31944444,11.38125,12.925,16.525,12.80833333,154,150,4
EX45,1967,BA47765,11.025,10.275,11.975,13.45,8.716666667,156,148,8
C163,1965,BA47833,12.9,10.9125,10.675,13.3625,9.122222222,148,147,1
C13,1966,BA47834,10.86333333,10.99375,13.90625,17.14375,11.05454545,154,152,2
B191,1965,BA47840,9.916666667,13.94375,11.3,10.69375,6.791666667,148,141,7
B85,1966,BA47840,10.890625,10.84375,14.375,17.53125,10.40714286,154,153,1
B196,1965,BA47845,12.35833333,10.9125,10.675,13.3625,7.595,148,147,1
B217,1966,BA47845,11.03571429,10.99375,13.90625,17.14375,10.85,154,152,2
B14,1967,BA47845,10.93888889,11.30625,13.66875,12.95,7.935714286,156,153,3
C146,1965,BA47851,12.175,10.675,13.3625,15.93125,13.73125,148,155,-7
SW77,1965,BA47854,12.27,11.9,10.9625,14.71875,9.483333333,148,150,-2
MP77,1965,BA47874,12.9,10.9125,10.675,13.3625,9.122222222,148,147,1
MP76,1966,BA47874,10.99583333,12.925,16.525,15.38125,11.3,154,158,-4
O71,1965,BA47885,12.27,11.9,10.9625,14.71875,9.86875,148,150,-2
O105,1965,BA47901,12.73461538,11.23125,12.46875,15.85,11.4,148,153,-5
EX14B,1965,BA47914,11.99411765,11.26875,11.23125,12.46875,7.66875,148,145,3
SW36,1965,BA47940,12.65,11.9,10.9625,14.71875,11.13125,148,150,-2
MP11,1965,BA47969,11.14285714,11.525,15.18125,15.33125,14.64285714,148,159,-11
SW66,1965,BA47970,11.05,10.9625,14.71875,15.5875,14.3,148,158,-10
SW79,1965,BA47971,12.77,11.0625,10.7125,12.8875,8.8,148,146,2
SW79,1966,BA47971,11.23571429,10.84375,14.375,17.53125,9.016666667,154,153,1
SW82,1967,BA47971,10.921875,11.14375,12.84375,12.73125,7.441666667,156,151,5
SW79,1969,BA47971,11.4725,11.65,12.63125,15.725,10.22142857,158,157,1
B170,1965,BA47973,12.73461538,11.23125,12.46875,15.85,11.4,148,153,-5
C44,1965,BA47975,12.58636364,11.94375,11.525,15.18125,11.32777778,148,151,-3
SW45,1965,BA47976,12.64615385,11.825,11.9125,15.46875,11.21428571,148,152,-4
SW64,1966,BA47977,11.60357143,11.74375,16.225,16.34375,9.305555556,154,156,-2
SW88,1965,BA47978,12.73461538,11.23125,12.46875,15.85,11.32777778,148,153,-5
MP83,1966,BA47979,11.21071429,10.89375,14.975,17.3375,10.015,154,154,0
MP84,1967,BA47979,10.96333333,10.89375,12.66875,12.8875,8.688888889,156,150,6
MP25,1968,BA47979,10.571875,14.45625,14.48125,15.09375,9.91,157,161,-4
MP85,1969,BA47979,11.875,11.04375,16.46875,13.40625,10.91111111,158,162,-4
B36,1965,BA47980,12.64375,10.675,13.3625,15.93125,11.26111111,148,155,-7
C52,1965,BA47981,12.7375,11.23125,12.46875,15.85,11.73888889,148,153,-5
SW40,1965,BA47983,12.175,10.675,13.3625,15.93125,12.92,148,155,-7
SW21,1965,BA47984,12.50357143,11.94375,11.525,15.18125,10.64444444,148,151,-3
SW21,1967,BA47984,11.025,10.275,11.975,13.45,8.716666667,156,148,8
SW20,1968,BA47984,8.636111111,10.26875,14.55,13.79375,10.23333333,157,151,6
SW20,1969,BA47984,11.63043478,11.04375,16.46875,13.40625,10.43333333,158,162,-4
SW51,1965,BA47985,12.175,10.675,13.3625,15.93125,13.73125,148,155,-7
SW107,1966,BA47986,11.36923077,10.84375,14.375,17.53125,9.00625,154,153,1
SW48,1966,BA47987,11.15,13.575,16.80625,15.10625,9.057142857,154,159,-5
C21,1965,BA47988,12.60384615,11.9,10.9625,14.71875,10.8625,148,150,-2
B229,1965,BA47989,12.675,11.825,11.9125,15.46875,11.4,148,152,-4
C110,1965,BA47990,12.675,11.825,11.9125,15.46875,11.32777778,148,152,-4
SW121,1966,BA47994,11.13333333,12.925,16.525,15.38125,11.27,154,158,-4
SW115,1968,BA47994,9.06875,13.03125,14.05625,15.40625,7.891666667,157,155,2
SW115,1969,BA47994,11.58571429,11.63125,16.19375,13.55625,9.291666667,158,163,-5
B65,1965,BA47996,12.05277778,11.94375,11.525,15.18125,10.62,148,151,-3
EX38A,1965,BA50703,13.385,11.26875,11.23125,12.46875,9.222727273,148,145,3
EX39B,1966,BA50703,10.77058824,10.84375,14.375,17.53125,11.315,154,153,1
EX39A,1967,BA50703,9.78125,11.28125,10.55625,12.33125,7.383333333,156,141,15
O39,1965,BA50732,12.15625,11.9,10.9625,14.71875,9.266666667,148,150,-2
O72,1965,BA57445,12.22222222,11.3,10.69375,14.4625,8.585714286,148,149,-1
MP7,1965,BA64007,12.05277778,11.94375,11.525,15.18125,10.62,148,151,-3
B228,1967,BA64007,11.15909091,13.41875,12.575,14.80625,10.03125,156,160,-4
EX35,1965,BA64016,11.43421053,11.26875,11.23125,12.46875,8.075,148,145,3
EX25,1966,BA64024,11.51923077,11.41875,15.7375,16.8375,9.278571429,154,155,-1
B127,1965,BA64033,12.52352941,10.9875,10.5875,13.8625,8.505555556,148,148,0
B113,1966,BA64033,10.91538462,11.20625,13.575,16.80625,10.89,154,151,3
B121,1965,BA64039,12.50357143,11.94375,11.525,15.18125,10.23,148,151,-3
W59,1965,BA64055,11.05,10.9625,14.71875,15.5875,14.07222222,148,158,-10
O4,1965,BA64066,12.7375,11.23125,12.46875,15.85,11.64,148,153,-5
O58,1965,BA64079,12.7375,11.23125,12.46875,15.85,11.73888889,148,153,-5
O100,1965,BA64345,12.571875,10.69375,14.4625,15.6875,11.99285714,148,157,-9
B26,1965,BA64501,12.64615385,11.825,11.9125,15.46875,11.15625,148,152,-4
B62A,1965,BA64508,12.715625,10.9125,10.675,13.3625,8.5625,148,147,1
C112,1965,BA64526,12.05277778,11.94375,11.525,15.18125,9.11875,148,151,-3
O25,1965,BA64534,11.99411765,11.26875,11.23125,12.46875,7.66875,148,145,3
B36,1966,BA64555,11.07368421,12.925,16.525,15.38125,10.61,154,158,-4
O85,1965,BA64569,12.2025,11.23125,12.46875,15.85,9.05,148,153,-5
SW31,1965,BA64577,12.60384615,11.9,10.9625,14.71875,10.23,148,150,-2
C151,1965,BA64653,12.175,10.675,13.3625,15.93125,12.92,148,155,-7
O30A,1965,BA64700,12.27,11.9,10.9625,14.71875,9.483333333,148,150,-2
EX63,1965,BA64716,12.67692308,10.7125,12.8875,16.0625,11.8,148,154,-6
O86,1965,BA64724,12.9,10.9125,10.675,13.3625,9.05,148,147,1
O106,1966,BA64724,11.21071429,10.89375,14.975,17.3375,9.05,154,154,0
O87,1965,BA64805,12.634375,11.23125,12.46875,15.85,9.881818182,148,153,-5
O86,1966,BA64805,11.47727273,15.7375,16.8375,14.2125,11.66111111,154,163,-9
CP41,1965,BA64841,12.15769231,10.5875,13.8625,15.89375,13.73125,148,156,-8
B47,1965,BA64898,12.51071429,11.9,10.9625,14.71875,10.46875,148,150,-2
B220,1966,BA64898,11.11666667,11.20625,13.575,16.80625,9.3125,154,151,3
B143,1967,BA64898,10.70384615,9.86875,11.30625,13.66875,8.5125,156,145,11
B35,1968,BA64898,9,8.36875,13.48125,13.71875,10.525,157,148,9
B179,1965,BA64950,12.53214286,11.3,10.69375,14.4625,9.483333333,148,149,-1
B80A,1965,BA64960,12.66666667,10.675,13.3625,15.93125,11.4,148,155,-7
B81,1965,BA64978,12.10294118,11.9,10.9625,14.71875,9.122222222,148,150,-2
SW57,1966,BA66196,11.45384615,12.23125,16.3375,15.725,10.02222222,154,157,-3
B22,1966,BA66198,10.86333333,10.99375,13.90625,17.14375,11.15555556,154,152,2
B121,1967,BA66198,10.740625,10.55625,12.33125,13.175,8.54375,156,149,7
B227,1966,BA66199,11.05333333,10.84375,14.375,17.53125,10.89,154,153,1
EX34,1966,BA66201,11.21071429,13.575,16.80625,15.10625,10.6,154,159,-5
O6,1966,BA66203,12.27916667,16.3375,15.725,14.78125,10.925,154,165,-11
O63,1967,BA66203,10.1462963,11.975,13.45,13.80625,8.877777778,156,156,0
O71,1966,BA66204,10.61333333,11.20625,13.575,16.80625,10.73333333,154,151,3
W3,1966,BA66205,11.36923077,10.84375,14.375,17.53125,9.1,154,153,1
W46,1966,BA66206,11.23076923,12.925,16.525,15.38125,10.86875,154,158,-4
W47,1967,BA66206,10.84,10.275,11.975,13.45,8.54375,156,148,8
W105,1966,BA66207,11.14090909,13.90625,17.14375,14.86875,11.125,154,160,-6
EX10,1966,BA66210,11.45384615,12.23125,16.3375,15.725,9.99,154,157,-3
EX39,1966,BA66211,11.48,11.74375,16.225,16.34375,9.355,154,156,-2
O42,1966,BA66212,11.02142857,13.90625,17.14375,14.86875,11.3,154,160,-6
CP40,1966,BA66236,11.23571429,10.84375,14.375,17.53125,8.964285714,154,153,1
CP40,1967,BA66236,10.08571429,9.7375,11.3125,13.41875,9.507142857,156,144,12
CP41,1968,BA66236,9,8.175,13.03125,14.05625,10.71428571,157,147,10
CP39,1969,BA66236,10.93,11.6,13.49375,15.35625,12.55,158,158,0
EX11,1966,BA66249,11.57857143,12.23125,16.3375,15.725,9.76875,154,157,-3
MP65,1975,BA66414,10.25714286,10.575,8.95,17.49375,9.6875,158,151,7
O50,1967,BA66500,10.96333333,10.89375,12.66875,12.8875,8.688888889,156,150,6
B165,1967,BA66533,11.04333333,11.3125,13.41875,12.575,8.77,156,152,4
B161,1968,BA66533,8.628571429,8.68125,11.79375,14.45625,10.64,157,145,12
SW6,1966,BA66535,11.95909091,16.225,16.34375,14.425,10.86428571,154,164,-10
B119,1966,BA66537,11.45384615,12.23125,16.3375,15.725,10.16875,154,157,-3
B93,1967,BA66537,10.84,10.275,11.975,13.45,8.44,156,148,8
MP89,1968,BA66537,8.541666667,11.04375,14.63125,13.98125,10.02727273,157,152,5
MP79,1967,BA66580,10.96333333,11.14375,12.84375,12.73125,8.016666667,156,151,5
MP55,1969,BA66580,11.41923077,11.68125,11.63125,16.19375,12.4,158,155,3
B190,1967,BA66690,10.90666667,10.55625,12.33125,13.175,8.4875,156,149,7
B189,1968,BA66690,8.9875,8.36875,13.48125,13.71875,10.375,157,148,9
EX75,1969,BA66800,11.7125,10.79375,16.2625,13.43125,11.15555556,158,161,-3
O49,1967,BA66843,10.99230769,11.30625,13.66875,12.95,9.8,156,153,3
O58,1968,BA66843,8.74,9.41875,14.375,13.625,9.805,157,150,7
MP51,1966,BA72776,10.26071429,11,11.41875,15.7375,12.10625,154,147,7
B150,1966,BA72777,11.105,14.375,17.53125,14.45,11.65714286,154,161,-7
B214,1967,BA72778,10.75294118,10.89375,12.66875,12.8875,8.483333333,156,150,6
B213,1970,BA72778,13.22857143,11.9125,13.8375,16.46875,8.840909091,155,146,9
MP11,1966,BA72779,10.86333333,10.99375,13.90625,17.14375,11.15555556,154,152,2
SW31,1966,BA72781,11.403125,12.23125,16.3375,15.725,9.2625,154,157,-3
SW29,1967,BA72781,11.046875,11.30625,13.66875,12.95,8.883333333,156,153,3
SW31,1968,BA72781,8.628571429,8.68125,11.79375,14.45625,10.52857143,157,145,12
SW31,1969,BA72781,11.57142857,11.8625,10.79375,16.2625,10.62857143,158,153,5
C34A,1966,BA72782,11.36923077,10.84375,14.375,17.53125,10.015,154,153,1
B26,1966,BA72783,11.51923077,11.41875,15.7375,16.8375,9.33125,154,155,-1
B30,1966,BA72784,11.39285714,11.41875,15.7375,16.8375,9.355,154,155,-1
B12,1968,BA72784,13.77777778,16.11875,13.86875,16.11875,8.86875,157,173,-16
B151,1967,BA72785,10.96875,11.3125,13.41875,12.575,8.175,156,152,4
B94,1966,BA72786,11.09666667,10.89375,14.975,17.3375,9.3125,154,154,0
B93,1966,BA72787,10.91538462,11.20625,13.575,16.80625,10.73333333,154,151,3
B133,1966,BA72788,11.68076923,11.74375,16.225,16.34375,9.695,154,156,-2
B65,1966,BA72789,10.99230769,13.575,16.80625,15.10625,10.56363636,154,159,-5
B112,1968,BA72789,8.833333333,8.86875,13.925,13.56875,10.02727273,157,149,8
B62A,1966,BA72790,11.21071429,13.575,16.80625,15.10625,11.20714286,154,159,-5
B86,1966,BA72791,11.23529412,11.74375,16.225,16.34375,9.3125,154,156,-2
B196,1967,BA72791,10.921875,11.14375,12.84375,12.73125,8.46875,156,151,5
MP60,1966,BA72792,10.55625,11.20625,13.575,16.80625,11.565,154,151,3
SW76,1966,BA72793,10.90909091,12.925,16.525,15.38125,11.425,154,158,-4
C34,1966,BA72794,11.23571429,10.84375,14.375,17.53125,9.3125,154,153,1
B77,1966,BA72796,11.68076923,11.74375,16.225,16.34375,9.761111111,154,156,-2
B84,1967,BA72796,10.96333333,11.14375,12.84375,12.73125,8.622222222,156,151,5
B8,1966,BA72797,11.60357143,11.74375,16.225,16.34375,9.278571429,154,156,-2
B2,1967,BA72797,11.11,11.30625,13.66875,12.95,8.675,156,153,3
B11,1968,BA72797,8.515789474,11.79375,14.45625,14.48125,9.70625,157,153,4
P11,1984,BA73158,9.205882353,10.7875,11.7375,15.125,10.175,160,153,7
B217,1984,BA73166,10.140625,10.75,13.625,16.325,8.157142857,160,158,2
B196,1985,BA73166,9.496875,11.7875,12.95625,12.48125,6.885,156,146,10
O52,1984,BA73178,10.37333333,10.425,13.50625,15.68125,8.157142857,160,157,3
O87,1985,BA73178,9.185714286,11.58125,12.74375,13.29375,6.716666667,156,144,12
MP69,1966,BC13047,10.575,11.525,11.20625,13.575,10.97857143,154,143,11
MP64,1967,BC13047,9.363333333,11.7875,10.275,11.975,7.164285714,156,140,16
MP64,1968,BC13047,9.296666667,9.76875,8.36875,13.48125,11.90833333,157,140,17
MP64,1969,BC13047,11.18333333,10.23125,11.81875,10.96875,8.6,158,144,14
B20,1966,BC13052,11.21071429,10.89375,14.975,17.3375,9.05,154,154,0
B46,1966,BC13114,11.14375,11.41875,15.7375,16.8375,10.09444444,154,155,-1
B60,1967,BC13114,11.04333333,11.3125,13.41875,12.575,8.77,156,152,4
B7,1967,BC13123,10.92941176,11.3125,13.41875,12.575,7.935714286,156,152,4
EX5,1966,BC13124,11.34375,11.74375,16.225,16.34375,9.057142857,154,156,-2
SW25,1966,BC13190,11.34375,11.74375,16.225,16.34375,9.05,154,156,-2
SW25,1967,BC13190,10.97142857,11.3875,13.59375,13.3375,11.05,156,154,2
SW42,1968,BC13190,8.926470588,13.03125,14.05625,15.40625,8.083333333,157,155,2
B70,1966,BC13241,11.68076923,11.74375,16.225,16.34375,9.695,154,156,-2
MP55,1966,BC13258,10.40714286,11.2625,12.23125,16.3375,11.58888889,154,149,5
CP5,1966,BC13280,10.84722222,11.41875,15.7375,16.8375,11.0125,154,155,-1
B179,1966,BC13283,10.55625,11.20625,13.575,16.80625,11.87142857,154,151,3
B213,1968,BC13283,9.071428571,9.75625,8.86875,13.925,11.9375,157,141,16
SW102,1966,BC13384,11.1875,14.375,17.53125,14.45,11.27,154,161,-7
EX49B,1968,BC13395,8.629545455,11.04375,14.63125,13.98125,10.75,157,152,5
EX49B,1969,BC13395,10.93,11.6,13.49375,15.35625,12.025,158,158,0
EX30,1966,BC13398,11.36923077,10.84375,14.375,17.53125,9.057142857,154,153,1
O63,1966,BC13406,11.51333333,12.23125,16.3375,15.725,9.305555556,154,157,-3
O95,1966,BC13442,10.95,13.575,16.80625,15.10625,11.425,154,159,-5
EX14B,1966,BC13508,11.03571429,10.99375,13.90625,17.14375,9.285714286,154,152,2
EX63,1966,BC13633,11.25333333,11.41875,15.7375,16.8375,9.311111111,154,155,-1
EX27,1966,BC13646,11.23529412,11.74375,16.225,16.34375,9.3125,154,156,-2
O100,1966,BC13650,11.42083333,14.975,17.3375,14.25625,11.78125,154,162,-8
EX2,1966,BC13652,11.09666667,10.89375,14.975,17.3375,10.61,154,154,0
EX38,1968,BC13652,8.62,8.68125,11.79375,14.45625,11.21,157,145,12
EX32,1966,BC13658,11.34375,11.74375,16.225,16.34375,9.311111111,154,156,-2
CP41,1966,BC13661,10.934375,10.89375,14.975,17.3375,8.92,154,154,0
SW119,1966,BC13671,10.95,13.90625,17.14375,14.86875,10.71363636,154,160,-6
SW40,1966,BC13674,10.99230769,13.575,16.80625,15.10625,11.55714286,154,159,-5
SW32,1967,BC13674,10.58076923,11.3875,13.59375,13.3375,10.725,156,154,2
SW105,1968,BC13674,9.644444444,14.375,13.625,16.14375,8.15,157,158,-1
EX43C,1969,BC13707,11.60333333,11.84375,11.04375,16.46875,10.21,158,154,4
EX62H,1966,BC13746,13.58333333,17.53125,14.45,14.9125,10.73333333,154,169,-15
EX1,1966,BC13765,11.57857143,12.23125,16.3375,15.725,9.695,154,157,-3
SW33,1966,BC13794,11.45384615,12.23125,16.3375,15.725,10.16875,154,157,-3
W14,1966,BC13813,10.99583333,12.925,16.525,15.38125,10.98888889,154,158,-4
W91,1967,BC13819,11.11153846,10.1,11.3875,13.59375,8.54375,156,146,10
W91,1968,BC13819,8.596666667,10.26875,14.55,13.79375,8.78125,157,151,6
O34,1966,BC13841,11.09666667,10.89375,14.975,17.3375,10.09444444,154,154,0
O30A,1967,BC13841,10.90666667,10.55625,12.33125,13.175,8.645,156,149,7
O30A,1968,BC13841,8.636111111,10.26875,14.55,13.79375,10.26,157,151,6
O27,1969,BC13841,11.328125,11.81875,10.96875,15.475,9.316666667,158,152,6
C21,1966,BC13969,11.23571429,10.84375,14.375,17.53125,10.61,154,153,1
MP74,1966,BC43128,11.36923077,10.84375,14.375,17.53125,9.00625,154,153,1
EX49C,1969,BC76402,11.41923077,11.68125,11.63125,16.19375,11.85,158,155,3
EX79,1969,BC76405,10.97307692,11.33125,12.24375,16.0375,12.55,158,156,2
EX20,1970,BC76414,12.20384615,12.74375,14.75625,19.10625,12.65,155,151,4
SW67,1970,BC76416,12.39615385,13.8375,16.46875,17.3125,13.53333333,155,154,1
CP20,1970,BC76430,12.80833333,12.1875,13.89375,17.24375,10.74,155,147,8
O39,1967,BC85027,10.740625,10.55625,12.33125,13.175,8.257142857,156,149,7
O19,1967,BC85029,10.65357143,10.1,11.3875,13.59375,8.461111111,156,146,10
O67,1968,BC85035,8.876470588,8.86875,13.925,13.56875,10.31666667,157,149,8
O86,1967,BC85036,11.10384615,11.3125,13.41875,12.575,9.63125,156,152,4
EX2,1967,BC85038,9.957692308,10.43125,10.89375,12.66875,9.25,156,142,14
W23,1967,BC85043,11.09615385,10.275,11.975,13.45,8.875,156,148,8
EX26,1967,BC85044,10.08571429,9.7375,11.3125,13.41875,9.15,156,144,12
EX57,1967,BC85046,9.223076923,11.98125,10.1875,11.6125,7.716666667,156,139,17
EX33,1967,BC85048,11.11153846,10.1,11.3875,13.59375,8.483333333,156,146,10
EX8,1967,BC85049,10.96428571,10.55625,12.33125,13.175,8.875,156,149,7
EX9,1968,BC85049,9.1,13.03125,14.05625,15.40625,8.468181818,157,155,2
EX9,1969,BC85049,10.68333333,11.6,13.49375,15.35625,12.06818182,158,158,0
EX62,1967,BC85051,10.27,10.1,11.3875,13.59375,8.93125,156,146,10
CP11,1967,BC85053,11.18333333,10.89375,12.66875,12.8875,8.990909091,156,150,6
W2,1967,BC85054,11.025,10.275,11.975,13.45,8.4875,156,148,8
W85,1967,BC85056,11.11153846,10.1,11.3875,13.59375,8.44,156,146,10
W77,1968,BC85056,8.507692308,9.05625,10.26875,14.55,10.8,157,143,14
CP16,1967,BC85057,11.11153846,10.1,11.3875,13.59375,8.483333333,156,146,10
O42,1967,BC85059,12.55,12.73125,14.6625,14.6625,10.1875,156,167,-11
O75,1967,BC85061,11.1,10.89375,12.66875,12.8875,8.77,156,150,6
EX28,1967,BC85062,11.21923077,10.1875,11.6125,13.46875,8.716666667,156,147,9
EX60,1967,BC85063,10.28846154,11.6125,13.46875,13.65625,11.88333333,156,155,1
EX38,1971,BC85063,11.68529412,11.2125,11.19375,12.475,6.835714286,155,146,9
CP6,1967,BC85066,10.97142857,11.3875,13.59375,13.3375,11.05,156,154,2
EX42,1968,BC85074,9.01,8.36875,13.48125,13.71875,10.26,157,148,9
EX39C,1970,BC85074,12.70833333,12.5,14.175,17.90625,11.06818182,155,148,7
SW123,1968,BC85106,8.541666667,11.04375,14.63125,13.98125,8.76,157,152,5
SW124,1969,BC85106,10.97142857,10.96875,15.475,14.14375,12.85,158,160,-2
C4,1968,BC85124,8.6,8.9,11.04375,14.63125,10.71428571,157,144,13
C136,1971,BC85125,12.35714286,11.025,11.06875,12.7875,7.083333333,155,145,10
C6,1968,BC85129,8.828571429,9.43125,9.41875,14.375,11.835,157,142,15
B150,1969,BC85192,11.365625,10.18125,11.84375,11.04375,8.278571429,158,146,12
B64,1970,BC85192,12.62058824,14.66875,18.4125,15.80625,13.56875,155,157,-2
CP5A,1968,BC85243,8.5625,11.04375,14.63125,13.98125,8.78125,157,152,5
CP32,1968,BC85313,9.1,13.03125,14.05625,15.40625,8.465,157,155,2
CP30,1969,BC85313,11.65357143,11.68125,11.63125,16.19375,11.33888889,158,155,3
SW23,1968,BC85323,11.61470588,13.56875,16.11875,13.86875,9.45,157,165,-8
O18,1969,BC85326,11.00833333,11.68125,11.63125,16.19375,12.55,158,155,3
O100,1971,BC85459,11.5375,11.19375,12.475,10.8,13.8875,155,154,1
EX36,1968,BC85466,8.903571429,12.56875,14.175,15.1,8.383333333,157,154,3
SW4,1968,BC85471,9.6625,14.375,13.625,16.14375,8.25,157,158,-1
SW8,1969,BC85471,11.7125,10.79375,16.2625,13.43125,11.15555556,158,161,-3
SW8,1970,BC85471,12.56923077,14.66875,18.4125,15.80625,12.86666667,155,157,-2
SW29,1968,BC85472,8.5775,11.79375,14.45625,14.48125,10.1625,157,153,4
SW51,1968,BC85473,8.625,12.56875,14.175,15.1,9.475,157,154,3
