"","box","year","April_lay_date","Clutch_size","Mother"
"9013","EX62D",1988,34,8,"VC47020"
"9014","EX41D",1988,27,8,"VC47038"
"9015","W31",1988,32,7,"VC47059"
"9016","W25",1989,23,6,"VC47059"
"9017","W47",1992,23,10,"VC47059"
"9018","W49",1993,22,9,"VC47059"
"9019","EX14A",1988,45,7,"VC47077"
"9020","EX51",1988,37,7,"VC47081"
"9021","CP8",1988,34,7,"VC47082"
"9022","CP41",1988,34,10,"VC47094"
"9023","B213",1988,33,8,"VC47112"
"9024","W93",1988,26,4,"VC47114"
"9025","W94",1991,15,12,"VC47114"
"9026","W95",1992,14,12,"VC47114"
"9027","EX50",1988,33,8,"VC47168"
"9028","EX50",1989,15,10,"VC47168"
"9029","EX50",1990,7,11,"VC47168"
"9030","EX49",1991,23,9,"VC47168"
"9031","W87",1990,25,8,"VC47261"
"9032","EX28",1990,7,9,"VC47268"
"9033","O66",1992,23,11,"VC47288"
"9034","C49",1990,21,8,"VC47292"
"9035","SW7",1988,43,5,"VC47302"
"9036","O86",1988,37,9,"VC47306"
"9037","O69",1989,32,11,"VC47306"
"9038","C161",1989,16,7,"VC47317"
"9039","C161",1990,16,7,"VC47317"
"9040","MP20",1989,13,11,"VC47320"
"9041","MP19",1990,9,11,"VC47320"
"9042","MP10",1991,13,12,"VC47320"
"9043","B229",1988,34,6,"VC47323"
"9044","B3",1989,23,7,"VC47323"
"9045","P15",1988,30,9,"VC47349"
"9046","SW65",1989,16,10,"VC47349"
"9047","SW68",1990,14,11,"VC47349"
"9048","B20",2017,13,9,"VC47398"
"9049","MP34",1988,21,9,"VC47414"
"9050","SW41",1988,41,8,"VC47422"
"9051","O75",1988,39,9,"VC47435"
"9052","C52",1988,32,5,"VC47445"
"9053","MP74",1988,44,8,"VC47451"
"9054","SW132",1988,36,9,"VC47463"
"9055","SW108",1988,41,7,"VC47493"
"9056","O73",1988,26,8,"VC57044"
"9057","B86",1990,16,9,"VE26029"
"9058","B13",1991,27,8,"VE26029"
"9059","B188",1992,22,10,"VE26029"
"9060","B186",1993,18,10,"VE26029"
"9061","O38A",1990,12,11,"VE26039"
"9062","EX10",1990,10,11,"VE26050"
"9063","C151",1991,30,8,"VE26092"
"9064","C151",1992,24,9,"VE26092"
"9065","MP52",1991,17,11,"VE26173"
"9066","MP48",1990,18,6,"VE26207"
"9067","MP46",1990,28,5,"VE26234"
"9068","MP50",1991,17,9,"VE26234"
"9069","MP50",1992,21,11,"VE26234"
"9070","MP46",1993,17,9,"VE26234"
"9071","B221",1990,16,9,"VE26273"
"9072","EX4",1990,12,9,"VE26299"
"9073","SW81",1990,12,11,"VE26320"
"9074","MP56",1990,16,11,"VE26341"
"9075","MP55",1991,30,10,"VE26341"
"9076","MP62",1992,21,11,"VE26341"
"9077","B216",1990,7,10,"VE26434"
"9078","C13",1990,7,11,"VE26494"
"9079","C13",1991,13,11,"VE26494"
"9080","MP85",1989,16,9,"VE26636"
"9081","O77",1990,26,7,"VE26929"
"9082","B76",1991,15,4,"VE26994"
"9083","W7",1989,26,7,"VE27025"
"9084","CP40A",1989,13,9,"VE27048"
"9085","EX68",1989,23,11,"VE27061"
"9086","EX58",1989,23,8,"VE27069"
"9087","O11",1991,21,8,"VE27069"
"9088","W67",1989,31,10,"VE27086"
"9089","W58",1989,23,6,"VE27092"
"9090","EX41D",1989,24,9,"VE27101"
"9091","EX41D",1990,6,10,"VE27101"
"9092","W69",1989,21,9,"VE27123"
"9093","EX25",1989,24,7,"VE27145"
"9094","W10",1991,15,11,"VE27145"
"9095","W10",1992,23,11,"VE27145"
"9096","EX78",1989,23,9,"VE27147"
"9097","W64B",1989,20,10,"VE27161"
"9098","W64B",1991,37,11,"VE27161"
"9099","W19",1989,24,11,"VE27206"
"9100","W21",1990,23,11,"VE27207"
"9101","CP10",1989,17,8,"VE27246"
"9102","W6",1989,28,7,"VE27255"
"9103","SW72",1989,19,9,"VE27265"
"9104","B113",1990,18,9,"VE27265"
"9105","SW74",1991,35,8,"VE27265"
"9106","SW68",1992,24,10,"VE27265"
"9107","SW66",1993,21,10,"VE27265"
"9108","B27",1990,23,9,"VE27353"
"9109","MP11",1989,20,9,"VE27359"
"9110","MP13",1990,25,9,"VE27359"
"9111","W33",1990,24,8,"VE27381"
"9112","W16",1989,18,10,"VE27454"
"9113","EX34",1989,17,9,"VE27565"
"9114","W38",1993,22,10,"VE27684"
"9115","EX13A",1990,21,10,"VE27708"
"9116","EX43C",1991,31,9,"VE27708"
"9117","EX12",1992,27,10,"VE27708"
"9118","EX12",1993,25,9,"VE27708"
"9119","EX12",1994,32,8,"VE27708"
"9120","EX51D",1990,7,10,"VE27712"
"9121","EX69",1990,13,9,"VE27747"
"9122","EX69",1991,16,10,"VE27747"
"9123","O40",1990,20,7,"VE27756"
"9124","O37",1992,23,10,"VE27756"
"9125","EX77",1990,21,10,"VE27777"
"9126","SW19",1990,14,10,"VE27781"
"9127","W7",1990,20,7,"VE27792"
"9128","O100",1990,14,9,"VE27806"
"9129","W9",1990,17,10,"VE27810"
"9130","EX45",1990,6,12,"VE27812"
"9131","O31",1990,16,9,"VE27821"
"9132","W15",1990,16,7,"VE27850"
"9133","EX39A",1991,17,10,"VE27865"
"9134","EX29A",1992,24,10,"VE27865"
"9135","W4B",1990,14,9,"VE27883"
"9136","B170",1990,27,8,"VE27962"
"9137","EX60",1990,6,10,"VE27976"
"9138","O74",1991,35,7,"VE27979"
"9139","O36",1990,18,9,"VE27987"
"9140","EX39",1991,16,10,"VE27997"
"9141","EX32",1993,16,10,"VE27997"
"9142","O105",1989,35,8,"VE32509"
"9143","O102",1990,17,8,"VE32509"
"9144","SW37",1990,7,9,"VE32525"
"9145","EX70",1989,20,9,"VE32530"
"9146","MP75",1989,18,8,"VE32563"
"9147","MP76",1990,13,8,"VE32563"
"9148","CP42A",1989,26,5,"VE32576"
"9149","O119",2008,25,9,"VE32612"
"9150","SW43",2008,37,7,"VE32625"
"9151","SW18",2009,13,8,"VE32625"
"9152","B171",1990,30,7,"VE32728"
"9153","B137",1991,30,9,"VE32728"
"9154","MP58",1991,26,8,"VE32758"
"9155","MP67",1992,23,9,"VE32758"
"9156","MP53",1993,20,9,"VE32758"
"9157","MP59",1994,26,7,"VE32758"
"9158","MP82",1990,17,9,"VE32775"
"9159","W61",1990,23,9,"VE32800"
"9160","B213",1990,16,8,"VE32802"
"9161","B194A",1990,30,6,"VE32812"
"9162","B194A",1991,38,8,"VE32812"
"9163","B181",1990,16,8,"VE32825"
"9164","CP5",1990,21,9,"VE32861"
"9165","CP12",1991,15,12,"VE32861"
"9166","B229",2019,13,5,"VE32975"
"9167","B123",2020,22,6,"VE32975"
"9168","C121",1989,32,9,"VE33009"
"9169","C29",1990,7,10,"VE33009"
"9170","C27",1991,21,10,"VE33009"
"9171","CP31",1989,24,6,"VE33108"
"9172","CP31",1990,15,8,"VE33108"
"9173","EX42",1989,35,7,"VE33122"
"9174","C32",1989,17,9,"VE33127"
"9175","O51",1990,16,7,"VE33141"
"9176","SW114",1990,33,8,"VE33143"
"9177","EX90",1990,17,8,"VE33144"
"9178","MP45",1991,31,8,"VE33151"
"9179","EX79",1990,14,10,"VE33157"
"9180","C109",1991,27,8,"VE33185"
"9181","C109",1992,20,11,"VE33185"
"9182","CP41",1990,17,8,"VE33205"
"9183","W100",1990,8,13,"VE33226"
"9184","W100",1991,17,14,"VE33226"
"9185","W100",1992,22,14,"VE33226"
"9186","W23",1990,25,8,"VE33228"
"9187","W22",1991,26,8,"VE33228"
"9188","SW123",1990,28,6,"VE33269"
"9189","W64",1990,14,8,"VE33274"
"9190","W79",1992,22,8,"VE33274"
"9191","EX49A",1990,8,9,"VE33332"
"9192","EX65",1991,26,9,"VE33332"
"9193","EX43D",1990,6,11,"VE33334"
"9194","SW34",1990,16,8,"VE33335"
"9195","C23",1991,28,8,"VE33335"
"9196","C23",1992,24,11,"VE33335"
"9197","C23",1993,23,9,"VE33335"
"9198","EX34",1990,9,10,"VE33384"
"9199","W46",1990,23,8,"VE33388"
"9200","W28",1991,26,9,"VE33388"
"9201","W13",1992,22,9,"VE33388"
"9202","W10",1993,17,8,"VE33388"
"9203","W12",1994,25,7,"VE33388"
"9204","SW121",1990,23,8,"VE33411"
"9205","SW102",1990,16,6,"VE33444"
"9206","EX35",1990,9,9,"VE33457"
"9207","EX29",1989,30,9,"VE33515"
"9208","EX29A",1990,18,9,"VE33515"
"9209","MP65",1989,13,8,"VE33540"
"9210","EX6",1989,19,10,"VE33634"
"9211","MP46",1989,18,9,"VE33674"
"9212","MP79",1990,21,9,"VE33674"
"9213","EX11",1990,8,11,"VE33732"
"9214","O48",1989,26,8,"VE33801"
"9215","O111",1992,24,8,"VE33826"
"9216","MP74",1991,17,9,"VE33875"
"9217","SW34",1992,37,8,"VE33898"
"9218","W63",2003,22,7,"VF33763"
"9219","W93",2003,19,8,"VF34327"
"9220","C155",2004,19,5,"VF63050"
"9221","O45",2004,19,9,"VF63056"
"9222","O43",2005,11,9,"VF63056"
"9223","SW43",2004,23,7,"VF63067"
"9224","SW30",2005,29,9,"VF63067"
"9225","P18",2006,21,12,"VF63102"
"9226","MP74",2004,26,9,"VF63170"
"9227","CP38A",2004,14,9,"VF63172"
"9228","SW33",2004,20,7,"VF63190"
"9229","C62",2004,30,7,"VF63207"
"9230","C63",2006,26,6,"VF63207"
"9231","EX76",2004,19,9,"VF63356"
"9232","C41",2004,19,7,"VF63357"
"9233","C40",2005,18,8,"VF63357"
"9234","C26",2018,17,10,"VF63376"
"9235","SW5",2018,36,7,"VF63382"
"9236","EX43B",2018,29,7,"VF63387"
"9237","C117",2018,17,11,"VF63394"
"9238","C117",2019,3,7,"VF63394"
"9239","O27A",2005,26,8,"VF63415"
"9240","EX43C",2005,26,9,"VF63447"
"9241","O38B",2005,26,6,"VF63455"
"9242","O84",2005,24,18,"VF63462"
"9243","O82",2006,27,10,"VF63462"
"9244","B159",2005,28,11,"VF63472"
"9245","B63",2006,22,12,"VF63472"
"9246","O112",2005,26,11,"VF63487"
"9247","EX62F",2005,29,8,"VF63490"
"9248","SW69",2005,26,10,"VF63495"
"9249","EX62H",2002,7,8,"VF63505"
"9250","EX62H",2003,22,6,"VF63505"
"9251","C148",2002,7,5,"VF63549"
"9252","C41",2002,13,8,"VF63553"
"9253","W26",2002,19,7,"VF63573"
"9254","O5",2002,9,9,"VF63666"
"9255","EX8A",2004,24,10,"VF63666"
"9256","EX76",2005,27,9,"VF63705"
"9257","C143",2005,15,6,"VF63751"
"9258","C143",2006,21,9,"VF63751"
"9259","B220",2005,26,7,"VF63772"
"9260","B27",2005,20,10,"VF63781"
"9261","B112",2006,20,12,"VF63781"
"9262","B31",2005,26,6,"VF63786"
"9263","CP15",2005,22,11,"VF63793"
"9264","EX63",2005,21,8,"VF63805"
"9265","O30A",2005,25,10,"VF63811"
"9266","SW115",2005,28,7,"VF63816"
"9267","O50",2006,28,9,"VF63822"
"9268","EX41B",2005,30,8,"VF63829"
"9269","B24",2005,30,8,"VF63832"
"9270","O83",2005,27,8,"VF63835"
"9271","O83",2006,30,9,"VF63835"
"9272","O83",2007,15,9,"VF63835"
"9273","EX49",2006,26,9,"VF63841"
"9274","EX60",2007,17,9,"VF63841"
"9275","EX34A",2005,25,9,"VF63853"
"9276","EX90",2005,26,9,"VF63856"
"9277","O100",2006,27,10,"VF63856"
"9278","EX92",2007,16,8,"VF63856"
"9279","P10",2005,28,7,"VF63863"
"9280","EX2",2007,21,10,"VF63927"
"9281","EX62E",2005,27,6,"VF63946"
"9282","SW104",2007,18,10,"VF63955"
"9283","SW129",2008,23,10,"VF63955"
"9284","SW128",2009,17,11,"VF63955"
"9285","SW129",2005,32,6,"VF63970"
"9286","O28",2005,23,6,"VF63972"
"9287","O27A",2006,32,8,"VF63972"
"9288","C137",2005,11,8,"VF63990"
"9289","EX42A",2002,14,9,"VF64019"
"9290","EX62C",2002,23,10,"VF64021"
"9291","EX65",2001,34,7,"VF64031"
"9292","O10",2001,29,8,"VF64050"
"9293","SW6",2001,32,7,"VF64053"
"9294","SW5",2002,16,12,"VF64053"
"9295","O66",2001,29,6,"VF64058"
"9296","O118",2001,37,8,"VF64090"
"9297","O119",2002,18,8,"VF64090"
"9298","O86",2001,27,7,"VF64091"
"9299","SW30",2001,40,8,"VF64103"
"9300","SW42",2002,12,9,"VF64103"
"9301","SW41",2003,29,7,"VF64103"
"9302","EX61",2001,36,6,"VF64111"
"9303","EX59",2003,20,8,"VF64111"
"9304","EX1",2002,16,8,"VF64112"
"9305","CP38A",2001,23,7,"VF64114"
"9306","CP38",2002,6,7,"VF64114"
"9307","CP38",2003,20,8,"VF64114"
"9308","MP59",2001,30,6,"VF64119"
"9309","MP52",2002,9,11,"VF64119"
"9310","B72",2001,38,9,"VF64121"
"9311","EX62B",2002,9,9,"VF64130"
"9312","MP30",2001,30,10,"VF64135"
"9313","MP81",2002,9,11,"VF64135"
"9314","MP36",2003,16,11,"VF64135"
"9315","MP81",2005,16,9,"VF64135"
"9316","SW82",2002,20,10,"VF64148"
"9317","B207",2002,14,8,"VF64162"
"9318","C150",2001,38,6,"VF64167"
"9319","C46",2002,9,6,"VF64167"
"9320","C48",2003,16,8,"VF64167"
"9321","C148",2004,15,8,"VF64167"
"9322","EX36",2001,32,7,"VF64197"
"9323","EX37",2002,10,9,"VF64197"
"9324","EX43D",2001,29,9,"VF64201"
"9325","MP54",2001,24,8,"VF64205"
"9326","EX41D",2003,26,9,"VF64233"
"9327","EX81A",2004,22,9,"VF64233"
"9328","EX40",2005,29,10,"VF64233"
"9329","SW119",2001,37,8,"VF64246"
"9330","O105",2002,8,10,"VF64256"
"9331","O104",2003,18,10,"VF64256"
"9332","SW34",2001,31,6,"VF64261"
"9333","SW35",2002,18,9,"VF64261"
"9334","P6",2002,13,10,"VF64273"
"9335","P8",2003,20,10,"VF64273"
"9336","P8",2005,27,8,"VF64273"
"9337","MP93",2001,31,6,"VF64274"
"9338","MP87",2001,30,9,"VF64275"
"9339","MP20",2002,8,11,"VF64275"
"9340","MP20",2003,20,9,"VF64275"
"9341","SW16",2001,36,8,"VF64289"
"9342","EX12",2001,42,9,"VF64318"
"9343","O29",2002,10,7,"VF64361"
"9344","O34",2001,34,6,"VF64401"
"9345","CP22",2001,40,8,"VF64406"
"9346","SW11",2001,42,8,"VF64412"
"9347","EX49B",2001,39,7,"VF64429"
"9348","P14",2001,31,9,"VF64440"
"9349","P4",2002,7,11,"VF64440"
"9350","P4",2003,18,10,"VF64440"
"9351","O79",2001,37,8,"VF64475"
"9352","O79",2002,22,7,"VF64475"
"9353","EX39B",2001,29,9,"VF64477"
"9354","SW6",2002,16,9,"VF64486"
"9355","EX62E",2001,38,5,"VF64498"
"9356","EX62E",2002,15,8,"VF64498"
"9357","EX39C",2001,32,7,"VF64504"
"9358","EX39A",2001,36,8,"VF64521"
"9359","W83",2001,27,7,"VF64526"
"9360","EX4",2001,39,11,"VF64535"
"9361","EX5",2002,12,11,"VF64535"
"9362","W3",2002,19,9,"VF64555"
"9363","W58",2001,26,8,"VF64559"
"9364","EX57",2001,27,8,"VF64560"
"9365","EX57",2002,4,9,"VF64560"
"9366","EX47A",2001,31,6,"VF64569"
"9367","EX14",2002,10,8,"VF64569"
"9368","O29",2001,31,9,"VF64571"
"9369","O110",2001,35,10,"VF64600"
"9370","CP43",2002,20,7,"VF64602"
"9371","EX49A",2001,33,9,"VF64605"
"9372","CP34",2001,37,10,"VF64606"
"9373","EX43",2001,33,8,"VF64613"
"9374","EX29A",2002,11,10,"VF64613"
"9375","EX39",2001,36,7,"VF64614"
"9376","CP8",2001,37,9,"VF64615"
"9377","W42",2001,26,10,"VF64622"
"9378","W39",2002,17,10,"VF64622"
"9379","W89",2003,20,10,"VF64622"
"9380","B188",2001,33,9,"VF64629"
"9381","W24",2001,34,9,"VF64631"
"9382","CP14",2001,34,9,"VF64662"
"9383","W98",2001,30,9,"VF64667"
"9384","W94",2002,14,9,"VF64667"
"9385","CP9",2001,36,9,"VF64676"
"9386","CP8",2002,22,9,"VF64676"
"9387","W27",2001,28,8,"VF64680"
"9388","W31",2002,14,10,"VF64680"
"9389","O96",2001,29,9,"VF64689"
"9390","EX53",2001,28,8,"VF64699"
"9391","EX27",2001,36,10,"VF64710"
"9392","EX45",2002,9,6,"VF64722"
"9393","W21",2002,14,10,"VF64724"
"9394","EX54",2002,9,7,"VF64727"
"9395","SW108",2002,13,8,"VF64729"
"9396","SW29",2002,7,10,"VF64733"
"9397","O87",2002,19,9,"VF64749"
"9398","EX51C",2004,13,9,"VF64752"
"9399","EX25",2002,25,4,"VF64768"
"9400","CP31",2002,22,7,"VF64789"
"9401","EX47A",2004,20,10,"VF64802"
"9402","O36",2004,22,8,"VF64809"
"9403","O36",2005,12,8,"VF64809"
"9404","EX51D",2004,15,8,"VF64811"
"9405","CP20",2005,31,9,"VF64811"
"9406","CP27",2005,30,3,"VF64824"
"9407","CP26",2006,27,2,"VF64824"
"9408","EX49B",2004,14,8,"VF64839"
"9409","EX49B",2005,24,6,"VF64839"
"9410","EX49B",2006,20,8,"VF64839"
"9411","EX38A",2004,17,10,"VF64845"
"9412","SW64",2001,40,9,"VF64921"
"9413","B30",2002,8,8,"VF64943"
"9414","B30",2003,26,5,"VF64943"
"9415","SW107",2001,22,7,"VF64952"
"9416","SW107",2002,9,9,"VF64952"
"9417","O69",1990,20,8,"VH12011"
"9418","W8",1990,26,10,"VH12033"
"9419","EX74",1991,20,10,"VH12215"
"9420","O39",1992,23,10,"VH12306"
"9421","EX62C",1992,23,11,"VH12327"
"9422","W35",1992,25,7,"VH12329"
"9423","O70",1992,34,8,"VH12331"
"9424","O69",1994,25,4,"VH12331"
"9425","W15",1992,25,9,"VH12334"
"9426","EX42A",1992,28,10,"VH12337"
"9427","EX43",1993,26,9,"VH12337"
"9428","EX43",1994,33,9,"VH12337"
"9429","EX43",1995,18,8,"VH12337"
"9430","C141",1992,23,9,"VH12339"
"9431","O38B",1992,24,9,"VH12348"
"9432","O38B",1993,21,8,"VH12348"
"9433","O38B",1994,30,8,"VH12348"
"9434","O52",1995,34,6,"VH12348"
"9435","W50",1992,24,8,"VH12363"
"9436","W52",1994,27,9,"VH12363"
"9437","W52",1995,20,8,"VH12363"
"9438","EX19",1996,29,9,"VH12363"
"9439","CP29",1992,25,7,"VH12377"
"9440","CP28",1993,22,7,"VH12377"
"9441","CP32",1994,34,7,"VH12377"
"9442","W3",1992,25,7,"VH12385"
"9443","W9",1993,25,6,"VH12385"
"9444","W7",1994,34,12,"VH12385"
"9445","W77",1992,26,9,"VH12393"
"9446","W45",1992,26,9,"VH12395"
"9447","W44",1993,26,11,"VH12395"
"9448","W45",1994,29,7,"VH12395"
"9449","W17",1992,23,9,"VH12399"
"9450","W18",1993,16,8,"VH12399"
"9451","SW20",1992,24,9,"VH21103"
"9452","SW27",1993,21,8,"VH21103"
"9453","SW20",1994,28,9,"VH21103"
"9454","SW26",1995,12,10,"VH21103"
"9455","SW20",1996,26,8,"VH21103"
"9456","EX75",1992,31,8,"VH21113"
"9457","EX75",1993,24,8,"VH21113"
"9458","EX13",1992,24,11,"VH21135"
"9459","CP5",1992,23,9,"VH21137"
"9460","O103",1992,29,10,"VH21160"
"9461","SW89",1992,23,10,"VH21170"
"9462","O109",1992,27,11,"VH21172"
"9463","O82",1993,25,11,"VH21172"
"9464","SW109",1992,26,9,"VH21181"
"9465","O31",1992,20,11,"VH21193"
"9466","CP31",2018,29,9,"VH21373"
"9467","B31",2017,18,6,"VH21385"
"9468","EX14",1992,22,10,"VH21500"
"9469","MP12",1991,30,9,"VH21607"
"9470","CP8",2004,25,8,"VH21716"
"9471","EX62I",2004,15,8,"VH21717"
"9472","EX80",2004,17,12,"VH21778"
"9473","B87",1991,36,5,"VH21814"
"9474","B99",2017,24,6,"VH21942"
"9475","B194",2018,20,9,"VH21957"
"9476","MP47",2018,24,8,"VH21987"
"9477","MP54",2018,15,10,"VH21988"
"9478","MP55",2019,-4,10,"VH21988"
"9479","MP64",2018,20,10,"VH21991"
"9480","MP78",2018,25,10,"VH21992"
"9481","MP77",2019,7,11,"VH21992"
"9482","MP65",2018,25,8,"VH21994"
"9483","EX41",1992,22,9,"VH64370"
"9484","EX63",1993,25,10,"VH82006"
"9485","CP14A",1993,22,12,"VH82010"
"9486","CP37",1993,21,9,"VH82011"
"9487","EX60",1993,23,9,"VH82017"
"9488","EX59",1994,28,10,"VH82017"
"9489","B89",1993,23,8,"VH82021"
"9490","B187",1994,31,8,"VH82021"
"9491","EX49B",1993,21,10,"VH82024"
"9492","EX49B",1994,29,10,"VH82024"
"9493","P15",1993,24,9,"VH82025"
"9494","EX6",1993,20,12,"VH82027"
"9495","P22",1993,22,11,"VH82048"
"9496","B220",1993,22,5,"VH82057"
"9497","B220",1994,22,7,"VH82057"
"9498","B219",1995,17,7,"VH82057"
"9499","EX13",1993,19,11,"VH82062"
"9500","EX14",1994,23,10,"VH82062"
"9501","EX12A",1995,13,10,"VH82062"
"9502","EX14",1996,21,12,"VH82062"
"9503","EX47",1993,17,11,"VH82120"
"9504","W75",1993,24,9,"VH82129"
"9505","W77",1995,20,8,"VH82129"
"9506","W77",1996,26,10,"VH82129"
"9507","CP43",1993,19,10,"VH82130"
"9508","CP43",1994,26,11,"VH82130"
"9509","EX71",1993,25,12,"VH82136"
"9510","CP4",1993,23,9,"VH82165"
"9511","W43",1993,17,6,"VH82201"
"9512","W50",1994,26,6,"VH82201"
"9513","W59",1996,27,9,"VH82201"
"9514","O68",1996,32,8,"VH82203"
"9515","B10",1993,12,8,"VH82223"
"9516","B138",1994,13,10,"VH82223"
"9517","EX62",1993,20,10,"VH82232"
"9518","EX63",1996,31,7,"VH82232"
"9519","O85",1993,31,9,"VH82242"
"9520","O107",1994,34,8,"VH82242"
"9521","O107",1995,29,7,"VH82242"
"9522","O108",1996,44,4,"VH82242"
"9523","O81",1997,18,9,"VH82242"
"9524","CP38",1993,17,9,"VH82275"
"9525","EX4",1993,21,9,"VH82291"
"9526","CP35",1993,13,9,"VH82294"
"9527","CP37",1994,24,7,"VH82294"
"9528","CP37",1995,10,10,"VH82294"
"9529","CP11",1993,15,8,"VH82318"
"9530","EX4",1996,22,12,"VH82331"
"9531","EX35A",1993,18,9,"VH82334"
"9532","O29",1994,25,10,"VH82335"
"9533","W102",1993,25,9,"VH82355"
"9534","EX73",1993,25,11,"VH82381"
"9535","EX39",1993,20,9,"VH82388"
"9536","EX36",1994,28,9,"VH82388"
"9537","P1",1993,20,10,"VH82393"
"9538","O20",1993,31,8,"VH82418"
"9539","CP36",1993,19,9,"VH82427"
"9540","W79",1993,16,10,"VH82465"
"9541","W74",1994,21,11,"VH82465"
"9542","W79",1995,20,13,"VH82465"
"9543","W81",1996,27,12,"VH82465"
"9544","W64A",1997,10,14,"VH82465"
"9545","W64A",1993,19,8,"VH82472"
"9546","W79",1994,21,8,"VH82472"
"9547","EX13A",1993,19,9,"VH82473"
"9548","EX13A",1995,15,11,"VH82473"
"9549","MP45",1993,15,8,"VH82480"
"9550","SW102",1993,30,10,"VH82537"
"9551","SW106",1994,27,9,"VH82537"
"9552","SW104",1995,17,10,"VH82537"
"9553","EX25",1993,19,8,"VH82539"
"9554","C146",1993,23,9,"VH82548"
"9555","C147",1994,24,7,"VH82548"
"9556","C145",1995,16,9,"VH82548"
"9557","C155",1996,29,8,"VH82548"
"9558","C40",1997,11,11,"VH82548"
"9559","O106",1993,21,10,"VH82565"
"9560","O24",1993,28,10,"VH82568"
"9561","SW114",1993,26,8,"VH82569"
"9562","SW108",1994,25,8,"VH82569"
"9563","MP55",1993,23,9,"VH82579"
"9564","MP61",1994,18,11,"VH82579"
"9565","MP48",1995,13,11,"VH82579"
"9566","EX34A",1993,23,10,"VH82596"
"9567","O113",1993,25,9,"VH82598"
"9568","O114",1994,26,9,"VH82598"
"9569","O114",1995,17,9,"VH82598"
"9570","O103",1996,28,7,"VH82598"
"9571","SW36",1993,23,9,"VH82606"
"9572","O66",1994,22,9,"VH82643"
"9573","SW9",1994,29,9,"VH82647"
"9574","SW33",1994,26,10,"VH82648"
"9575","EX43D",1993,22,10,"VH82666"
"9576","C49",1993,25,12,"VH82672"
"9577","C150",1994,26,11,"VH82672"
"9578","SW133",1993,22,9,"VH82688"
"9579","SW15",1994,25,8,"VH82688"
"9580","SW133",1995,15,8,"VH82688"
"9581","MP76",1993,16,8,"VH82690"
"9582","MP76",1994,14,9,"VH82690"
"9583","MP75",1995,15,8,"VH82690"
"9584","B81",1993,21,9,"VH82691"
"9585","B207",1994,28,7,"VH82691"
"9586","B207",1995,14,10,"VH82691"
"9587","B207",1996,26,8,"VH82691"
"9588","EX3",1993,18,13,"VH82696"
"9589","EX62",1994,30,8,"VH82701"
"9590","O104",1994,29,9,"VH82721"
"9591","MP16",1993,24,8,"VH82722"
"9592","P6",1994,25,9,"VH82722"
"9593","SW34",1993,24,9,"VH82727"
"9594","O8",1993,28,10,"VH82753"
"9595","O20",1994,29,9,"VH82753"
"9596","CP26",1993,22,9,"VH82755"
"9597","EX65",1993,22,9,"VH82756"
"9598","EX65",1994,31,9,"VH82756"
"9599","B54",1993,20,10,"VH82765"
"9600","B52",1994,23,10,"VH82765"
"9601","B54",1995,14,10,"VH82765"
"9602","B54",1996,25,8,"VH82765"
"9603","B54",1997,10,9,"VH82765"
"9604","C61",1993,19,9,"VH82807"
"9605","EX62A",1993,22,9,"VH82844"
"9606","EX60",1996,29,7,"VH82844"
"9607","EX60",1997,15,9,"VH82844"
"9608","MP51",1993,20,8,"VH82851"
"9609","MP50",1994,18,10,"VH82851"
"9610","C12",1993,18,8,"VH82864"
"9611","O93",1993,25,7,"VH82873"
"9612","O94",1994,32,8,"VH82873"
"9613","EX74",1994,30,9,"VH82906"
"9614","EX73",1995,17,9,"VH82906"
"9615","EX73A",1996,26,7,"VH82906"
"9616","O84",1995,19,7,"VH82919"
"9617","C61A",1994,26,7,"VH82956"
"9618","O75",1994,28,9,"VH82989"
"9619","MP66",1993,21,8,"VH83137"
"9620","MP51",1992,20,11,"VH83210"
"9621","MP78",1993,17,8,"VH83210"
"9622","B14",1992,25,9,"VH83212"
"9623","B150",1992,26,10,"VH83213"
"9624","B194",1992,26,10,"VH83233"
"9625","B194A",1993,19,9,"VH83233"
"9626","EX48",1992,25,7,"VH83256"
"9627","MP63",1993,16,10,"VH83275"
"9628","MP80",1993,22,9,"VH83305"
"9629","SW112",1992,27,6,"VH83345"
"9630","MP34",1992,16,10,"VH83346"
"9631","MP40",1993,7,11,"VH83346"
"9632","P23",1993,16,11,"VH83448"
"9633","P24",1994,25,10,"VH83448"
"9634","B159",1993,24,9,"VH83453"
"9635","C152",1994,31,9,"VH83467"
"9636","C24C",1995,28,6,"VH83467"
"9637","C51",1996,32,7,"VH83467"
"9638","B49",1993,18,12,"VH83478"
"9639","MP63",1991,12,9,"VH83541"
"9640","MP8",1991,26,8,"VH83547"
"9641","B91",1992,26,10,"VH83547"
"9642","B20",1993,20,8,"VH83547"
"9643","MP6",1995,16,9,"VH83547"
"9644","B10",1991,28,8,"VH83669"
"9645","B39",1992,22,7,"VH83669"
"9646","B37",1993,19,8,"VH83669"
"9647","O6",1992,18,10,"VH83787"
"9648","O6",1993,13,11,"VH83787"
"9649","O18",1994,30,9,"VH83787"
"9650","O68",1992,22,12,"VH83805"
"9651","O64",1993,21,10,"VH83805"
"9652","W39",1992,29,10,"VH83809"
"9653","W34",1993,24,9,"VH83809"
"9654","W35",1994,29,9,"VH83809"
"9655","W42",1995,22,8,"VH83809"
"9656","MP45",1992,19,10,"VH83832"
"9657","MP38",1992,21,10,"VH83842"
