"","box","year","April_lay_date","Clutch_size","Mother"
"9658","MP18",1993,19,10,"VH83915"
"9659","C45",1993,22,9,"VH83940"
"9660","C44",1994,23,10,"VH83940"
"9661","C43",1995,17,10,"VH83940"
"9662","C144",1996,28,10,"VH83940"
"9663","B99",1993,25,10,"VH83988"
"9664","B101",1994,29,10,"VH83998"
"9665","C117",1991,24,8,"VH84001"
"9666","EX78",1991,28,10,"VH84013"
"9667","EX78",1992,27,11,"VH84013"
"9668","EX53",1991,26,5,"VH84027"
"9669","EX60",1992,30,10,"VH84047"
"9670","EX64",1993,19,10,"VH84047"
"9671","W23",1991,29,6,"VH84051"
"9672","W19",1992,20,11,"VH84051"
"9673","W19",1993,17,9,"VH84051"
"9674","W19",1994,24,10,"VH84051"
"9675","W20",1995,16,10,"VH84051"
"9676","B78",1991,29,8,"VH84091"
"9677","O50",1991,27,9,"VH84122"
"9678","B201",1991,23,11,"VH84172"
"9679","B81",1992,30,11,"VH84172"
"9680","EX26",1991,16,12,"VH84235"
"9681","SW125",1991,30,12,"VH84244"
"9682","EX49A",1991,14,8,"VH84293"
"9683","C102",1991,37,11,"VH84324"
"9684","W18",1991,29,5,"VH84334"
"9685","W27",1992,23,10,"VH84334"
"9686","EX2",1991,16,12,"VH84357"
"9687","CP8",1991,15,11,"VH84404"
"9688","CP22",1992,21,10,"VH84404"
"9689","W92",1991,22,10,"VH84419"
"9690","W51A",1991,26,9,"VH84423"
"9691","W61",1992,20,10,"VH84423"
"9692","W67",1993,17,8,"VH84423"
"9693","C110",1991,25,7,"VH84448"
"9694","C110",1992,19,8,"VH84448"
"9695","C110",1993,18,7,"VH84448"
"9696","W85",1991,29,10,"VH84466"
"9697","W85",1992,22,10,"VH84466"
"9698","W85",1993,17,10,"VH84466"
"9699","EX41",1991,30,8,"VH84510"
"9700","W53",1991,26,9,"VH84516"
"9701","W42",1992,24,8,"VH84516"
"9702","W58",1993,18,8,"VH84516"
"9703","CP32",1991,26,7,"VH84638"
"9704","CP25",1992,24,9,"VH84638"
"9705","O22",1991,36,9,"VH84639"
"9706","O3",1992,19,8,"VH84639"
"9707","W41",1991,27,9,"VH84643"
"9708","EX62B",1992,26,7,"VH84643"
"9709","W41",1993,20,8,"VH84643"
"9710","W40",1994,28,8,"VH84643"
"9711","W40",1995,21,7,"VH84643"
"9712","CP31",1991,32,7,"VH84672"
"9713","CP33",1992,24,5,"VH84672"
"9714","O48",1991,29,7,"VH84731"
"9715","EX43D",1992,27,10,"VH84760"
"9716","EX49A",1993,21,10,"VH84760"
"9717","W14",1992,23,8,"VH84762"
"9718","W27",1993,16,10,"VH84762"
"9719","W54",1992,33,9,"VH84802"
"9720","W32",1993,25,9,"VH84802"
"9721","B85",1992,28,9,"VH84865"
"9722","B183",1993,17,10,"VH84865"
"9723","B182",1994,35,10,"VH84865"
"9724","O119",1992,25,9,"VH84881"
"9725","O119",1993,25,8,"VH84881"
"9726","CP40",1992,22,8,"VH84885"
"9727","CP39",1993,15,9,"VH84885"
"9728","EX70",1992,30,10,"VH84892"
"9729","EX53",1992,23,10,"VH84914"
"9730","CP38A",1992,23,8,"VH84915"
"9731","CP2",1992,26,8,"VH84941"
"9732","CP2",1993,21,8,"VH84941"
"9733","CP2",1994,27,7,"VH84941"
"9734","SW114",1992,25,8,"VH84944"
"9735","EX50",1992,24,11,"VH84956"
"9736","EX51B",1993,16,11,"VH84956"
"9737","W29",1992,36,8,"VH84971"
"9738","EX49C",1992,23,7,"VH84975"
"9739","EX49C",1993,18,9,"VH84975"
"9740","EX62H",1992,26,9,"VH84976"
"9741","EX9",1992,23,12,"VH84979"
"9742","CP34",1992,22,9,"VH84988"
"9743","O77",1992,22,9,"VH99030"
"9744","O80",1993,20,7,"VH99030"
"9745","O77",1994,24,7,"VH99030"
"9746","SW124",1992,28,9,"VH99056"
"9747","SW124",1993,23,8,"VH99056"
"9748","B183",1992,25,8,"VH99074"
"9749","B182",1993,17,9,"VH99074"
"9750","B201",1994,24,8,"VH99074"
"9751","SW8",1993,24,9,"VH99121"
"9752","SW75",1993,25,9,"VH99123"
"9753","O75C",1994,26,8,"VH99146"
"9754","C110",1994,28,9,"VH99168"
"9755","C10",1995,16,9,"VH99168"
"9756","C162",1996,34,7,"VH99168"
"9757","C10",1997,9,10,"VH99168"
"9758","C51",1994,25,7,"VH99181"
"9759","C150",1995,16,8,"VH99181"
"9760","O51",1994,27,9,"VH99244"
"9761","O75A",1994,23,10,"VH99251"
"9762","B88",1993,17,9,"VH99305"
"9763","B79",1993,17,9,"VH99315"
"9764","P5",1993,21,9,"VH99319"
"9765","MP60",1993,23,10,"VH99322"
"9766","MP56",1994,25,10,"VH99322"
"9767","SW107",1993,28,9,"VH99325"
"9768","SW111",1994,33,8,"VH99325"
"9769","SW112",1995,22,8,"VH99325"
"9770","CP1",1993,25,9,"VH99326"
"9771","CP1",1994,33,9,"VH99326"
"9772","CP4",1995,23,9,"VH99326"
"9773","CP5B",1996,31,11,"VH99326"
"9774","B190",1993,19,8,"VH99330"
"9775","B85",1994,25,7,"VH99330"
"9776","B194A",1996,32,8,"VH99330"
"9777","B78",1993,20,8,"VH99341"
"9778","B211",1994,29,7,"VH99341"
"9779","B53",1995,15,8,"VH99341"
"9780","O116",1993,27,11,"VH99345"
"9781","O117",1994,30,10,"VH99345"
"9782","SW131",1995,20,11,"VH99345"
"9783","SW134",1996,29,11,"VH99345"
"9784","MP42",1993,15,9,"VH99358"
"9785","MP62",1997,1,9,"VH99375"
"9786","MP47",1994,24,9,"VH99376"
"9787","MP31",1995,13,10,"VH99376"
"9788","C140",1994,22,9,"VH99385"
"9789","B88",1994,31,6,"VH99388"
"9790","CP30",1994,35,6,"VH99392"
"9791","B229",1998,27,7,"VH99401"
"9792","MP2",1999,28,7,"VH99401"
"9793","B76",1998,24,6,"VH99410"
"9794","MP53",1999,7,12,"VH99413"
"9795","MP21",1998,25,8,"VH99423"
"9796","MP41",1998,15,7,"VH99449"
"9797","MP40",1999,13,7,"VH99449"
"9798","P5",1998,28,8,"VH99459"
"9799","O56",2005,20,11,"VH99584"
"9800","O17",2006,25,12,"VH99584"
"9801","MP20",2005,21,7,"VH99600"
"9802","MP20",2006,17,10,"VH99600"
"9803","MP21",2007,14,9,"VH99600"
"9804","W101",1994,23,7,"VH99604"
"9805","W102",1995,16,8,"VH99604"
"9806","W101",1996,26,10,"VH99604"
"9807","W102",1998,10,10,"VH99604"
"9808","EX5A",1994,26,9,"VH99614"
"9809","EX5A",1995,18,8,"VH99614"
"9810","EX29A",1994,27,9,"VH99723"
"9811","CP29",1994,34,8,"VH99749"
"9812","W69",1994,23,8,"VH99762"
"9813","W64B",1995,16,8,"VH99789"
"9814","EX43B",1995,12,10,"VH99791"
"9815","CP12",1992,25,10,"VH99812"
"9816","EX80",1996,31,7,"VH99836"
"9817","B217",1993,25,9,"VH99855"
"9818","B27",1994,31,9,"VH99855"
"9819","W24",1993,26,9,"VH99863"
"9820","CP42A",1993,26,10,"VH99867"
"9821","EX22",1993,24,8,"VH99898"
"9822","EX22",1994,26,7,"VH99898"
"9823","SW77",1994,30,9,"VH99923"
"9824","EX40",1995,14,11,"VH99929"
"9825","EX43C",1993,24,7,"VH99952"
"9826","EX51A",1994,30,10,"VH99984"
"9827","CP22",1995,15,9,"VH99984"
"9828","EX49A",1996,25,12,"VH99984"
"9829","EX9",1994,26,10,"VH99992"
"9830","O104",1996,30,10,"VJ51819"
"9831","SW56",1993,23,10,"VJ57105"
"9832","EX62F",1993,26,10,"VJ57125"
"9833","SW83",1993,19,8,"VJ57132"
"9834","O65",1993,19,5,"VJ57208"
"9835","O65",1994,17,8,"VJ57208"
"9836","MP54",1993,16,8,"VJ57217"
"9837","SW126",1993,32,9,"VJ57218"
"9838","SW121",1994,34,8,"VJ57218"
"9839","SW101",1996,30,6,"VJ57218"
"9840","B206",1993,24,9,"VJ57219"
"9841","C32",1993,27,9,"VJ57539"
"9842","C40",1993,25,11,"VJ57542"
"9843","SW122",1993,19,10,"VJ57573"
"9844","O75B",1993,22,10,"VJ57593"
"9845","P6",1993,23,9,"VJ57715"
"9846","C9A",1992,20,10,"VJ57743"
"9847","C9A",1993,14,9,"VJ57743"
"9848","C9A",1994,16,8,"VJ57743"
"9849","P6",1992,24,9,"VJ57776"
"9850","W49",1992,25,8,"VJ57840"
"9851","MP15",1992,15,12,"VJ57852"
"9852","SW12",1992,32,9,"VJ57859"
"9853","SW10",1993,20,11,"VJ57859"
"9854","SW10",1994,24,9,"VJ57859"
"9855","W84",2018,11,16,"VJ57887"
"9856","W84",2019,1,13,"VJ57887"
"9857","O66",2020,14,9,"VJ57892"
"9858","O108",1994,23,8,"VJ58021"
"9859","O59",1995,14,11,"VJ58027"
"9860","C24B",1994,32,9,"VJ58158"
"9861","O78",1994,34,8,"VJ58209"
"9862","O72",1995,26,10,"VJ58209"
"9863","O67",1995,17,8,"VJ58212"
"9864","B203",1994,32,8,"VJ58336"
"9865","B38",1996,31,7,"VJ58336"
"9866","B48",1997,14,8,"VJ58336"
"9867","B139",1998,25,7,"VJ58336"
"9868","C141",1995,18,7,"VJ58356"
"9869","C58",1996,24,9,"VJ58356"
"9870","C150",1997,10,9,"VJ58361"
"9871","O85",1995,22,9,"VJ58393"
"9872","O85",1996,30,6,"VJ58393"
"9873","SW48",1995,34,7,"VJ58394"
"9874","O81",1995,17,7,"VJ58483"
"9875","B70",1995,18,9,"VJ58497"
"9876","B70",1996,35,9,"VJ58497"
"9877","EX62G",1994,29,9,"VJ58611"
"9878","EX62G",1995,14,10,"VJ58611"
"9879","EX62G",1996,29,8,"VJ58611"
"9880","B141",1994,28,8,"VJ58617"
"9881","O109",1995,26,8,"VJ58617"
"9882","O111",1996,32,8,"VJ58617"
"9883","O111",1997,18,10,"VJ58617"
"9884","EX43C",1994,31,12,"VJ58655"
"9885","W68",1994,29,6,"VJ58686"
"9886","W68",1995,23,8,"VJ58686"
"9887","W68",1996,27,8,"VJ58686"
"9888","EX18A",1994,32,10,"VJ58696"
"9889","EX18A",1995,15,11,"VJ58696"
"9890","B24",1994,27,9,"VJ58705"
"9891","EX21",1994,31,8,"VJ58739"
"9892","EX43B",1994,27,10,"VJ58744"
"9893","C51",1995,16,9,"VJ58787"
"9894","EX67",1994,28,8,"VJ58808"
"9895","CP14",1994,26,11,"VJ58823"
"9896","CP14",1995,16,11,"VJ58823"
"9897","O1",1995,21,8,"VJ58887"
"9898","O18",1996,24,8,"VJ58887"
"9899","EX44",1994,26,10,"VJ58902"
"9900","EX39B",1995,11,12,"VJ58902"
"9901","EX4",1994,31,8,"VJ58913"
"9902","P1",1994,28,9,"VJ58957"
"9903","SW16",1994,33,8,"VJ58971"
"9904","SW50",1994,30,10,"VJ58988"
"9905","SW54",1996,31,7,"VJ58988"
"9906","CP5B",1994,30,8,"VJ58989"
"9907","SW64",1994,28,10,"VJ59012"
"9908","SW70",1995,12,12,"VJ59012"
"9909","B63",1994,30,8,"VJ59027"
"9910","B11",1994,28,8,"VJ59073"
"9911","EX68",1994,28,8,"VJ59077"
"9912","SW27",1994,29,9,"VJ59084"
"9913","B139",1994,33,7,"VJ59119"
"9914","EX14B",1994,29,8,"VJ59131"
"9915","B161",1994,27,9,"VJ59138"
"9916","B48",1994,23,8,"VJ59139"
"9917","C28",1994,27,7,"VJ59147"
"9918","W38",1994,26,8,"VJ59150"
"9919","W65",1995,31,8,"VJ59151"
"9920","W85",1997,12,9,"VJ59151"
"9921","EX54",1994,33,8,"VJ59153"
"9922","CP35",1995,12,10,"VJ59153"
"9923","EX51C",1996,36,7,"VJ59153"
"9924","EX51D",1997,16,11,"VJ59153"
"9925","EX62I",1995,17,10,"VJ59164"
"9926","MP41",1994,25,8,"VJ59167"
"9927","B13",1994,30,8,"VJ59172"
"9928","SW14",1994,32,8,"VJ59175"
"9929","W63",1994,31,9,"VJ59176"
"9930","MP3",1994,27,8,"VJ59196"
"9931","MP5",1995,19,9,"VJ59196"
"9932","MP1",1996,30,10,"VJ59196"
"9933","MP6",1997,13,8,"VJ59196"
"9934","EX77",1995,18,9,"VJ59204"
"9935","EX85",1996,33,8,"VJ59204"
"9936","B189",1994,26,8,"VJ59205"
"9937","P15",1994,29,10,"VJ59217"
"9938","MP11",1994,24,8,"VJ59222"
"9939","MP86",1995,14,9,"VJ59231"
"9940","EX47A",1994,31,8,"VJ59235"
"9941","EX49C",1995,13,9,"VJ59235"
"9942","EX49C",1996,31,6,"VJ59235"
"9943","P6",1995,15,10,"VJ59248"
"9944","P7",1996,26,8,"VJ59248"
"9945","P12",1994,24,11,"VJ59251"
"9946","B43",1996,27,9,"VJ59253"
"9947","B38",1997,8,10,"VJ59253"
"9948","SW61",1994,30,9,"VJ59296"
"9949","MP69",1994,19,9,"VJ59308"
"9950","EX25",1995,13,10,"VJ59321"
"9951","EX25",1996,24,7,"VJ59321"
"9952","EX25",1997,6,10,"VJ59321"
"9953","EX25",1998,24,10,"VJ59321"
"9954","SW36",1994,25,10,"VJ59348"
"9955","SW36",1995,16,10,"VJ59348"
"9956","SW36",1996,26,10,"VJ59348"
"9957","SW36",1997,7,12,"VJ59348"
"9958","MP88",1994,28,10,"VJ59384"
"9959","MP81",1994,19,10,"VJ59406"
"9960","MP24",1995,12,8,"VJ59406"
"9961","B16",1994,27,8,"VJ59413"
"9962","B18",1995,15,8,"VJ59413"
"9963","MP83",1994,21,10,"VJ59437"
"9964","SW88",1995,15,10,"VJ59437"
"9965","MP73",1995,14,9,"VJ59491"
"9966","C10",1996,28,8,"VJ59508"
"9967","EX75A",1996,30,7,"VJ59511"
"9968","EX75A",1997,11,10,"VJ59511"
"9969","P19",1997,29,10,"VJ59548"
"9970","P19",1998,27,8,"VJ59548"
"9971","P15",1999,26,9,"VJ59548"
"9972","P15",2000,25,9,"VJ59548"
"9973","C23",1997,9,9,"VJ59555"
"9974","B31",1997,14,9,"VJ59577"
"9975","O84",1996,31,6,"VJ59607"
"9976","O82",1997,13,10,"VJ59607"
"9977","SW121",1997,18,11,"VJ59677"
"9978","SW115",1998,27,10,"VJ59677"
"9979","SW114",1999,27,10,"VJ59677"
"9980","MP37",1997,16,9,"VJ59754"
"9981","MP80",1998,26,9,"VJ59754"
"9982","SW42",1998,29,6,"VJ59772"
"9983","SW44",1999,25,7,"VJ59772"
"9984","SW42",2000,24,8,"VJ59772"
"9985","MP4",1998,31,6,"VJ59774"
"9986","MP92",2000,23,7,"VJ59774"
"9987","MP94",2001,36,6,"VJ59774"
"9988","MP93",2002,13,7,"VJ59774"
"9989","MP2",2004,18,7,"VJ59774"
"9990","O59",1994,25,8,"VJ59803"
"9991","EX84",1994,33,10,"VJ59809"
"9992","EX84",1995,19,10,"VJ59809"
"9993","O86",1994,30,10,"VJ59812"
"9994","O86",1995,18,10,"VJ59812"
"9995","O86",1996,26,8,"VJ59812"
"9996","W10",1995,20,9,"VJ59813"
"9997","O105",1995,17,11,"VJ59819"
"9998","EX34",1994,32,10,"VJ59888"
"9999","O118",1995,29,9,"VJ59888"
"10000","MP74",1994,24,8,"VJ59915"
"10001","MP74",1995,12,9,"VJ59915"
"10002","CP3",1995,18,8,"VJ59920"
"10003","CP7",1994,28,8,"VJ59926"
"10004","MP53",1994,18,10,"VJ59932"
"10005","W99A",1994,26,7,"VJ59937"
"10006","O37",1994,24,9,"VJ59946"
"10007","C45",1994,36,5,"VJ59947"
"10008","EX92",1994,30,9,"VJ59971"
"10009","O6",1994,29,9,"VN56012"
"10010","O6",1995,18,9,"VN56012"
"10011","B67",1994,28,9,"VN56062"
"10012","O64",1994,27,9,"VN56069"
"10013","MP12",1994,25,9,"VN56078"
"10014","MP13",1995,20,8,"VN56078"
"10015","MP14",1996,25,10,"VN56078"
"10016","B76",1996,28,9,"VN56128"
"10017","MP56",1996,23,9,"VN56134"
"10018","MP79",1997,6,9,"VN56134"
"10019","B11",1995,17,7,"VN56137"
"10020","B1",1996,27,8,"VN56137"
"10021","MP59",1995,21,7,"VN56166"
"10022","P19",1995,15,10,"VN56190"
"10023","EX43C",1996,23,9,"VN56239"
"10024","EX43C",1997,6,11,"VN56239"
"10025","EX43A",1998,26,10,"VN56239"
"10026","MP76",1995,16,9,"VN56241"
"10027","O75",1995,24,8,"VN56245"
"10028","O75",1996,26,9,"VN56245"
"10029","SW44",1996,31,6,"VN56281"
"10030","C3",1995,26,9,"VN56303"
"10031","C104",1996,28,9,"VN56303"
"10032","C161",1997,18,10,"VN56303"
"10033","C3A",1998,26,11,"VN56303"
"10034","O93",1996,34,6,"VN56329"
"10035","EX32",1996,24,6,"VN56335"
"10036","W104",1998,26,9,"VN56338"
"10037","EX10",1996,27,11,"VN56344"
"10038","EX11",1997,12,10,"VN56344"
"10039","CP5",1996,30,8,"VN56346"
"10040","CP1",1997,13,10,"VN56346"
"10041","W21",1997,11,8,"VN56349"
"10042","EX17",1996,46,7,"VN56351"
"10043","W63",1996,27,9,"VN56357"
"10044","EX46",1996,26,8,"VN56360"
"10045","W51A",1996,30,8,"VN56364"
"10046","CP5A",1996,35,5,"VN56365"
"10047","CP3",1997,15,8,"VN56365"
"10048","EX49",1996,27,5,"VN56373"
"10049","EX14A",1996,20,10,"VN56384"
"10050","CP35",1996,23,8,"VN56390"
"10051","CP34",1996,25,8,"VN56396"
"10052","W104",1996,30,7,"VN56407"
"10053","W104",1997,11,9,"VN56407"
"10054","C160A",1996,31,7,"VN56410"
"10055","EX90",1996,40,6,"VN56412"
"10056","O1",1996,33,6,"VN56413"
"10057","MP46",1996,31,7,"VN56428"
"10058","MP46",1997,18,7,"VN56428"
"10059","MP42",1998,22,6,"VN56428"
"10060","MP37",1999,21,6,"VN56428"
"10061","CP4",1996,31,7,"VN56445"
"10062","CP4",1997,7,11,"VN56445"
"10063","W50",1996,25,9,"VN56447"
"10064","CP27",1997,17,11,"VN56449"
"10065","W28",1996,27,4,"VN56451"
"10066","CP29",1996,33,9,"VN56453"
"10067","O42",1996,38,7,"VN56463"
"10068","O40",1997,16,9,"VN56463"
"10069","CP21",1996,26,8,"VN56468"
"10070","CP24",1997,7,10,"VN56468"
"10071","EX42A",1996,25,9,"VN56485"
"10072","EX39B",1996,21,11,"VN56496"
"10073","CP6",1994,29,7,"VN56607"
"10074","W41",2018,20,10,"VN56874"
"10075","W56",2019,10,9,"VN56874"
"10076","W56",2020,12,10,"VN56874"
"10077","MP34A",2018,23,9,"VN56879"
"10078","MP77",2018,27,10,"VN56880"
"10079","MP69",2018,22,11,"VN56882"
"10080","MP59",2019,2,11,"VN56882"
"10081","O38",2021,27,8,"VN56886"
"10082","O29",2018,21,9,"VN56887"
"10083","O3",2018,24,7,"VN56889"
"10084","EX46",2018,29,10,"VN56894"
"10085","MP42",2018,25,10,"VN56899"
"10086","EX72",1994,29,11,"VN57016"
"10087","B159",1994,31,7,"VN57037"
"10088","B80A",1996,28,7,"VN57037"
"10089","SW131",1994,35,8,"VN57047"
"10090","O96",1994,33,8,"VN57048"
"10091","C155",1994,28,6,"VN57055"
"10092","SW5",1994,35,8,"VN57059"
"10093","O93",1995,17,7,"VN57059"
"10094","O95",1996,31,9,"VN57059"
"10095","W96",1994,29,7,"VN57076"
"10096","C27",1994,31,11,"VN57110"
"10097","C128",1995,18,11,"VN57110"
"10098","O46",1994,25,8,"VN57134"
"10099","O44",1995,16,8,"VN57134"
"10100","MP26",1995,15,9,"VN57169"
"10101","B43",1995,25,9,"VN57206"
"10102","C58",1995,17,7,"VN57230"
"10103","W43",2006,28,6,"VN57374"
"10104","EX45",2008,24,9,"VN57381"
"10105","EX56",2007,11,10,"VN57382"
"10106","EX65",2006,26,7,"VN57396"
"10107","P23",2004,28,8,"VN57478"
"10108","SW130",1994,29,11,"VN57501"
"10109","EX86",1995,30,8,"VN57501"
"10110","C56",1994,20,9,"VN57516"
"10111","EX49C",1994,34,6,"VN57537"
"10112","EX43D",1995,15,11,"VN57537"
"10113","EX43D",1996,26,8,"VN57537"
"10114","EX48",1997,14,10,"VN57537"
"10115","MP11",1995,15,9,"VN57545"
"10116","O15",1994,32,11,"VN57616"
"10117","EX65",1995,26,8,"VN57616"
"10118","EX66",1994,24,11,"VN57622"
"10119","EX51D",1994,29,10,"VN57685"
"10120","O34",1995,18,9,"VN57703"
"10121","O49",1995,20,7,"VN57704"
"10122","W4B",1996,23,11,"VN57732"
"10123","W7",1995,30,5,"VN57735"
"10124","W60",1996,24,8,"VN57735"
"10125","EX35A",1995,10,12,"VN57742"
"10126","EX78",1995,15,9,"VN57748"
"10127","EX78",1996,25,8,"VN57748"
"10128","W104",1995,30,8,"VN57766"
"10129","CP24",1995,17,11,"VN57773"
"10130","CP24",1996,22,11,"VN57773"
"10131","EX29A",1995,16,10,"VN57794"
"10132","EX28",1996,25,9,"VN57794"
"10133","W44",1996,24,9,"VN57795"
"10134","CP7",1995,26,10,"VN57821"
"10135","CP7",1996,30,8,"VN57821"
"10136","CP6",1995,20,6,"VN57822"
"10137","CP6",1996,35,7,"VN57822"
"10138","CP6",1997,10,8,"VN57822"
"10139","CP8",1999,27,9,"VN57950"
"10140","CP10",2000,26,10,"VN57950"
"10141","CP10",2001,36,9,"VN57950"
"10142","CP7",2003,25,9,"VN57950"
"10143","O22",1999,35,7,"VN57993"
"10144","CP32",2000,30,8,"VN57996"
"10145","O106",1994,39,8,"VN59819"
"10146","CP32",1998,23,11,"VN65449"
"10147","SW64",1998,28,7,"VN83587"
"10148","W34",2018,23,10,"VN85355"
"10149","CP5",2018,23,8,"VN85361"
"10150","EX91",2019,13,7,"VN85365"
"10151","W81",2020,19,8,"VN85374"
"10152","W81",2021,19,9,"VN85374"
"10153","W81",2022,16,10,"VN85374"
"10154","W81",2023,14,10,"VN85374"
"10155","O18",2019,10,8,"VN85377"
"10156","SW34",2019,13,9,"VN85382"
"10157","SW27",2019,15,10,"VN85384"
"10158","SW126",2001,32,7,"VN85403"
"10159","SW126",2002,18,9,"VN85403"
"10160","SW127",2003,21,7,"VN85403"
"10161","SW126",2004,18,11,"VN85403"
"10162","EX86",2001,30,9,"VN85410"
"10163","C109",2002,13,9,"VN85422"
"10164","C153",2002,13,8,"VN85429"
"10165","O75C",2002,8,12,"VN85443"
"10166","C62",2001,28,7,"VN85468"
"10167","O111",1995,29,7,"VN85565"
"10168","EX9",1995,12,11,"VN85570"
"10169","EX9",1996,20,11,"VN85570"
"10170","SW125",1995,17,9,"VN85603"
"10171","SW125",1996,47,8,"VN85603"
"10172","CP39",1995,13,10,"VN85616"
"10173","CP39",1996,23,9,"VN85616"
"10174","SW107",1995,20,7,"VN85635"
"10175","EX74",1995,15,9,"VN85647"
"10176","EX74",1996,24,9,"VN85647"
"10177","EX75",1997,12,10,"VN85647"
"10178","O17",1995,14,10,"VN85654"
"10179","O54",1996,24,9,"VN85654"
"10180","W73",1995,15,11,"VN85655"
"10181","W73",1996,21,11,"VN85655"
"10182","SW21",1995,17,7,"VN85668"
"10183","SW23",1996,30,6,"VN85668"
"10184","O9",1995,26,10,"VN85713"
"10185","EX49",1995,22,7,"VN85794"
"10186","W79",1996,27,7,"VN85794"
"10187","W79",1998,23,6,"VN85794"
"10188","EX8",1999,32,9,"VN85794"
"10189","C109",1995,22,5,"VN85821"
"10190","EX75",1995,21,11,"VN85859"
"10191","EX39A",1997,11,11,"VN85859"
"10192","EX44",1998,24,9,"VN85859"
"10193","EX27",1999,26,8,"VN85859"
"10194","W9",1996,30,7,"VN85860"
"10195","W9",1997,11,9,"VN85860"
"10196","C130",1996,31,10,"VN85999"
"10197","MP34",1995,17,11,"VN86027"
"10198","MP35",1995,17,9,"VN86047"
"10199","MP52",1995,15,9,"VN86049"
"10200","SW110",1995,27,6,"VN86066"
"10201","SW41",1996,25,8,"VN86090"
"10202","SW30",1997,6,10,"VN86090"
"10203","SW29",1999,28,9,"VN86090"
"10204","W54",1995,27,9,"VN86094"
"10205","MP68",1995,10,9,"VN86096"
"10206","O42",1995,23,7,"VN86106"
"10207","O42",1997,16,7,"VN86106"
"10208","SW130",1995,17,7,"VN86116"
"10209","SW16",1996,31,6,"VN86116"
"10210","SW132",1997,15,8,"VN86116"
"10211","B122",1995,16,9,"VN86123"
"10212","B21",1997,4,10,"VN86125"
"10213","SW73",1995,25,9,"VN86135"
"10214","P1",1996,31,9,"VN86135"
"10215","B27",1995,15,8,"VN86166"
"10216","B86",1996,26,7,"VN86166"
"10217","MP80",1995,24,11,"VN86183"
"10218","MP33",1996,29,12,"VN86183"
"10219","B168",1995,18,10,"VN86232"
"10220","B97",1996,32,7,"VN86275"
"10221","EX27",1995,16,7,"VN86377"
"10222","CP38",1995,13,6,"VN86379"
"10223","CP38",1996,21,7,"VN86379"
"10224","CP43",1997,9,7,"VN86379"
"10225","MP65",1996,38,3,"VN86420"
"10226","O52",1997,12,8,"VN86437"
"10227","EX21",1996,28,8,"VN86442"
"10228","MP87",1996,37,6,"VN86455"
"10229","P5",1997,10,8,"VN86456"
"10230","P6",1998,28,9,"VN86456"
"10231","P9",2000,33,5,"VN86456"
"10232","B201",1996,32,8,"VN86483"
"10233","MP41",1996,27,9,"VN86484"
"10234","MP47",1997,7,12,"VN86484"
"10235","MP42",1996,29,7,"VN86496"
"10236","P1",1998,26,8,"VN86522"
"10237","EX49",1998,28,7,"VN86539"
"10238","EX57",1999,25,7,"VN86539"
"10239","EX62A",1998,29,8,"VN86575"
"10240","EX68",1998,29,9,"VN86590"
"10241","EX2",1999,29,10,"VN86590"
"10242","EX39",2000,24,10,"VN86590"
"10243","MP14",1998,17,10,"VN86597"
"10244","EX15",1999,20,8,"VN86612"
"10245","EX14",2000,20,9,"VN86612"
"10246","B72",1998,27,6,"VN86615"
"10247","B43",1999,24,7,"VN86615"
"10248","B147",2000,26,8,"VN86615"
"10249","MP29",1999,19,7,"VN86673"
"10250","MP37",2000,24,9,"VN86673"
"10251","B206",1999,31,8,"VN86684"
"10252","B29",2000,26,6,"VN86689"
"10253","B76",1999,25,6,"VN86696"
"10254","CP13",2000,31,7,"VN86699"
"10255","W7",2001,28,7,"VN86699"
"10256","W13",2002,17,8,"VN86699"
"10257","O8",1995,16,9,"VN86769"
"10258","O7",1996,22,10,"VN86769"
"10259","O7",1997,4,11,"VN86769"
"10260","O8",1998,21,8,"VN86769"
"10261","EX92",1996,30,7,"VN86771"
"10262","C39",1995,25,8,"VN86785"
"10263","C37",1996,30,9,"VN86785"
"10264","C24A",1998,13,10,"VN86785"
"10265","EX34A",1996,23,9,"VN86788"
"10266","EX21",1995,13,13,"VN86803"
"10267","EX67",1995,12,9,"VN86815"
"10268","EX67",1996,25,9,"VN86815"
"10269","EX69",1995,15,10,"VN86840"
"10270","EX72",1996,25,10,"VN86840"
"10271","EX73",1997,17,10,"VN86840"
"10272","O48",1995,16,8,"VN86848"
"10273","O49",1996,26,8,"VN86848"
"10274","O49",1997,11,10,"VN86848"
"10275","O49",1998,23,8,"VN86848"
"10276","O63",1999,13,9,"VN86848"
"10277","CP11",1995,14,11,"VN86877"
"10278","O20",1995,21,9,"VN86878"
"10279","O2",1996,23,10,"VN86878"
"10280","O20",1997,7,11,"VN86878"
"10281","O20",1998,21,9,"VN86878"
"10282","CP34",1995,28,8,"VN86930"
"10283","CP30",1997,16,7,"VN86930"
"10284","EX56",1995,12,9,"VN86934"
"10285","C125",1995,15,9,"VN86947"
"10286","W91",1995,20,9,"VN86964"
"10287","W93",1996,32,10,"VN86964"
"10288","W93",1997,17,7,"VN86964"
"10289","W5",1995,25,7,"VN86988"
"10290","W27",1996,30,8,"VN86988"
"10291","W25",1997,14,9,"VN86988"
"10292","EX54",1995,11,10,"VN86994"
"10293","SW8",1995,17,7,"VN87029"
"10294","EX18",1996,23,8,"VN87063"
