box,year,April_lay_date,April_hatch_date,Clutch_size,Mother
W77,1968,23,43,9,BC85056
CP16,1967,26,46,9,BC85057
O42,1967,47,67,8,BC85059
O75,1967,29,50,10,BC85061
EX28,1967,27,47,9,BC85062
EX60,1967,35,55,9,BC85063
EX38,1971,24,46,7,BC85063
CP6,1967,34,54,8,BC85066
EX42,1968,25,48,10,BC85074
EX39C,1970,27,48,11,BC85074
SW123,1968,31,52,5,BC85106
SW124,1969,41,60,7,BC85106
C4,1968,25,44,7,BC85124
C136,1971,27,45,6,BC85125
C6,1968,20,42,10,BC85129
B150,1969,25,46,7,BC85192
B64,1970,34,57,8,BC85192
CP5A,1968,30,52,8,BC85243
CP32,1968,32,55,10,BC85313
CP30,1969,34,55,9,BC85313
SW23,1968,43,65,7,BC85323
O18,1969,37,55,8,BC85326
O100,1971,36,54,8,BC85459
O100,1973,32,54,10,BC85459
EX36,1968,33,54,9,BC85466
SW4,1968,37,58,7,BC85471
SW8,1969,42,61,9,BC85471
SW8,1970,37,57,9,BC85471
SW29,1968,27,53,8,BC85472
SW51,1968,28,54,10,BC85473
SW49,1969,37,57,8,BC85473
SW51,1970,34,55,10,BC85473
SW67,1968,27,49,6,BC85474
SW64,1968,31,52,8,BC85475
B181,1968,27,48,8,BC85477
B57,1968,27,44,9,BC85478
B57,1969,27,45,8,BC85478
SW108,1968,36,55,6,BC85481
SW108,1970,37,57,9,BC85481
SW84,1968,28,50,8,BC85485
SW85,1969,28,49,8,BC85485
SW85,1970,32,52,9,BC85485
MP19,1968,28,49,7,BC85487
B34,1968,26,45,7,BC85490
B27,1968,28,53,10,BC85492
B27,1969,25,45,8,BC85492
B216,1970,29,51,10,BC85492
EX49B,1970,26,49,10,BC85499
SW47,1968,38,62,8,BC85526
CP1,1968,36,59,8,BC85554
EX7,1968,23,46,11,BC85560
EX5A,1969,28,52,11,BC85560
O11,1970,34,56,11,BC85560
EX5,1971,23,46,11,BC85560
EX5,1972,11,42,9,BC85560
O73,1970,35,57,9,BC85609
O59,1971,34,54,10,BC85609
EX25,1968,32,54,9,BC85625
EX43B,1968,30,51,7,BC85828
O112,1969,48,65,6,BC85829
CP36,1968,29,52,9,BC85882
EX51,1970,25,50,13,BC85882
CP38,1968,28,49,8,BC85887
EX39B,1969,25,47,10,BC85897
EX39,1970,24,47,11,BC85897
EX33,1968,25,47,7,BC85899
O38,1970,36,56,10,BC85913
O31,1968,30,54,9,BC85914
EX10A,1968,24,47,8,BC85921
EX19,1970,49,66,9,BC85922
EX39,1968,31,53,8,BC85923
EX36,1969,29,50,6,BC85923
EX51B,1968,24,48,6,BC85925
O16,1968,28,50,9,BC85927
O76,1968,27,51,9,BC85928
O75,1970,33,53,11,BC85928
O73,1971,31,55,8,BC85928
O80,1968,29,53,6,BC85929
O81,1970,38,59,9,BC85929
O27,1968,29,53,10,BC85930
W12,1968,28,53,12,BC85932
W27,1968,29,55,10,BC85933
EX30,1968,33,56,6,BC85935
EX33,1969,28,49,10,BC85937
W40,1968,23,46,8,BC85939
W84,1968,27,53,9,BC85940
W100,1969,33,54,9,BC85940
W100,1970,33,56,11,BC85940
CP20,1969,32,52,8,BC85945
CP35,1969,29,53,10,BC85993
C161,1972,25,47,11,BE08975
C41,1967,26,49,10,BE08992
C6,1967,24,47,10,BE08993
C20,1967,25,47,8,BE08995
C110,1967,18,39,10,BE08997
C150,1967,24,44,8,BE08999
MP55,1967,32,50,5,BE50002
MP74,1967,31,51,7,BE50003
CP37,1970,26,49,11,BE73750
MP5,1968,25,45,8,BH01229
MP46,1968,49,66,8,BH01395
MP53,1969,27,50,8,BH01395
B26,1970,38,56,9,BH01563
B112,1971,27,46,8,BH01563
B116,1972,24,45,10,BH01563
B114,1973,38,56,9,BH01563
O16,1969,34,54,9,BH17566
W91,1969,34,54,8,BH17574
W6,1969,35,58,10,BH17609
B46,1970,36,55,9,BH17617
B45,1971,34,54,9,BH17617
EX59,1969,38,61,9,BH17625
O34,1970,39,60,10,BH17663
SW102,1969,30,50,6,BH17676
SW101,1970,34,57,10,BH17676
SW101,1972,23,44,8,BH17676
O60,1968,29,53,9,BH17712
O14,1969,39,59,9,BH17787
EX38,1969,43,64,8,BH17788
EX39A,1969,34,54,7,BH17794
O73,1969,35,54,8,BH17796
EX19A,1969,32,55,9,BH17799
EX56,1969,37,57,9,BH17801
EX59,1970,25,45,11,BH17801
O11,1969,35,55,10,BH17802
O31,1969,36,56,9,BH17804
W39,1969,27,49,10,BH17805
W62,1969,34,53,8,BH17806
W64,1969,33,53,9,BH17807
W101,1969,37,57,9,BH17808
CP28,1970,28,50,10,BH17811
EX36,1970,34,54,10,BH17826
EX39,1971,39,55,9,BH17857
CP33,1971,34,53,9,BH17870
B105,1971,39,58,9,BH17888
B150,1971,35,55,8,BH17895
B150,1972,19,39,8,BH17895
O74,1970,38,57,9,BH17912
O74,1971,32,52,9,BH17912
O40,1969,40,56,4,BH17935
W67,1970,44,61,9,BH17988
O39,1971,33,55,9,BH18003
SW15,1970,35,57,10,BH18021
SW16,1971,34,56,11,BH18021
EX9,1970,27,50,12,BH18121
SW119,1970,36,55,8,BH18145
SW119,1972,37,60,9,BH18145
SW120,1973,34,56,9,BH18145
O42,1970,37,57,8,BH18156
O18,1971,33,50,7,BH18156
EX78,1970,38,56,6,BH18184
B222,1970,37,56,9,BH18215
CP43,1970,33,55,12,BH18244
EX51,1971,25,46,9,BH18357
EX9,1971,29,48,10,BH18358
EX14B,1971,21,42,10,BH18359
W2,1971,32,49,8,BH18363
EX13,1971,28,48,8,BH18364
W58,1971,31,49,8,BH18402
O24,1971,34,54,10,BH18429
W84,1971,39,58,10,BH18449
B141,1971,36,56,9,BH18476
B222,1972,23,44,9,BH18476
B10,1973,25,47,10,BH18476
EX33,1971,30,50,9,BH18478
W14,1973,31,55,8,BH18478
O11,1971,35,58,13,BH18481
W11,1971,30,50,9,BH18487
SW34,1969,42,56,4,BH62028
EX62D,1969,42,58,7,BH62065
SW113,1970,38,57,10,BH62160
SW106,1969,38,56,7,BH62170
EX8,1969,25,46,10,BH62173
C28,1970,38,55,7,BH62182
MP50,1969,33,55,9,BH62322
O37,1970,36,57,11,BH62353
EX29A,1969,40,58,8,BH62358
SW104,1971,33,55,9,BH62387
SW57,1969,45,63,6,BH62419
B62A,1969,25,46,8,BH62453
EX41D,1970,32,55,11,BH62482
EX43A,1971,28,50,8,BH62482
MP69,1970,26,47,9,BH62501
SW17,1969,41,61,8,BH62506
SW71,1969,47,65,7,BH62507
SW90,1969,37,57,8,BH62508
MP79,1969,39,57,8,BH62509
B216,1971,33,50,8,BH62514
MP43,1971,37,55,8,BH62515
MP46,1971,30,49,8,BH62516
MP51,1971,32,50,8,BH62517
B26,1971,36,56,9,BH62518
B218,1972,20,42,9,BH62518
B216,1973,30,53,7,BH62518
B15,1971,34,54,11,BH62519
B201,1971,38,59,8,BH62520
MP2,1971,40,56,5,BH62522
MP4,1972,38,55,8,BH62522
MP7,1973,31,52,9,BH62522
MP1,1975,30,48,8,BH62522
MP9,1976,35,62,8,BH62522
MP61,1971,36,55,10,BH62524
B228,1970,47,64,8,BH62549
B226,1972,28,49,8,BH62549
EX29,1970,28,49,10,BH62594
CP3,1970,32,52,11,BH62595
EX67,1970,33,54,10,BH62596
EX13,1972,21,41,6,BH62597
EX30,1970,42,61,9,BH62599
EX31A,1971,33,54,8,BH62599
EX41A,1970,32,53,10,BH62600
EX2,1971,27,48,7,BH62600
O65,1970,35,56,8,BH62611
SW79,1972,30,53,9,BH62714
MP49,1971,31,48,5,BH62730
MP58,1973,30,52,9,BH62730
EX79,1970,35,55,10,BH62737
EX41C,1971,26,46,8,BH62737
MP46,1970,36,55,9,BH62755
MP42,1971,35,52,7,BH62755
B27,1970,38,59,11,BH62766
B188,1972,30,51,9,BH62766
B204,1970,38,57,9,BH62773
B84,1971,32,51,9,BH62802
B214,1972,23,45,10,BH62802
SW46,1970,36,54,8,BH62804
O9,1971,32,52,7,BH62827
EX45,1970,34,54,11,BH62951
O3,1970,37,62,12,BH62952
O20,1970,35,56,11,BH62953
O16,1970,36,59,11,BH62954
O60,1970,38,57,9,BH62955
W103A,1973,28,50,8,BH62957
SW85,1973,38,59,8,BH93057
B62A,1972,29,48,8,BH93061
EX14B,1972,15,37,9,BH93080
W94,1973,29,52,9,BH93080
W83,1974,25,48,8,BH93080
W76,1975,27,49,8,BH93080
CP27,1970,31,54,12,BJ03863
MP13,1969,34,57,10,BJ04018
MP8,1970,34,55,9,BJ04018
MP11,1971,27,49,9,BJ04018
MP77,1973,19,42,9,BJ04682
B97,1977,40,60,8,BJ04733
B99,1978,36,55,8,BJ04733
EX41D,1976,26,48,11,BJ04742
EX30,1976,26,47,7,BJ04743
SW72,1972,24,46,8,BJ04903
MP61,1972,25,46,9,BJ04936
MP65,1973,28,49,9,BJ04936
MP13,1972,20,42,10,BJ04950
B70,1972,23,44,9,BJ04970
W12,1973,28,51,10,BJ04971
W26,1976,25,48,8,BJ04971
W18,1977,36,58,7,BJ04971
SW42,1972,34,54,9,BJ05380
SW40,1975,30,54,7,BJ05380
SW44,1976,40,61,11,BJ05380
B15,1972,29,48,10,BJ05381
B12,1973,31,56,8,BJ05381
B114,1975,31,53,7,BJ05381
SW45,1972,31,51,7,BJ05395
CP33,1972,31,51,9,BJ05398
B86,1972,36,53,7,BJ05449
B225,1972,28,48,9,BJ05456
B88,1974,20,46,10,BJ05456
B227,1975,28,49,10,BJ05456
B77,1976,23,46,9,BJ05456
B39,1972,28,48,10,BJ05470
EX42A,1972,30,50,10,BJ05501
O66,1972,34,57,9,BJ05507
B48,1972,21,43,10,BJ05587
B119,1972,24,45,5,BJ05588
B25,1973,31,53,7,BJ05588
B139,1972,31,52,9,BJ05589
B39,1973,30,56,7,BJ05589
B71,1975,31,52,8,BJ05589
B216,1972,35,54,8,BJ05591
B97,1972,35,53,8,BJ05592
SW64,1972,32,53,8,BJ05593
SW69,1973,31,56,10,BJ05593
MP9,1972,24,43,5,BJ05594
B3,1973,31,52,7,BJ05594
B5,1975,33,52,7,BJ05594
C4,1972,27,46,10,BJ05597
C104,1974,28,52,11,BJ05597
SW29,1972,33,58,8,BJ05598
B65,1972,23,46,12,BJ05599
C44,1975,29,50,9,BJ05631
C130,1973,29,52,8,BJ05635
C109,1975,32,53,8,BJ05635
SW124,1973,32,52,8,BJ05648
C3,1973,32,54,13,BJ05655
C102,1974,23,47,10,BJ05655
C103,1975,28,50,8,BJ05655
SW58,1973,40,59,8,BJ05662
C124,1973,36,58,8,BJ05730
SW106,1975,29,51,10,BJ05732
C7,1973,41,59,7,BJ05736
C11,1975,32,51,6,BJ05736
SW128,1975,35,56,8,BJ05749
P5,1979,41,62,9,BJ05756
EX73,1979,37,58,8,BJ05781
P14,1979,25,50,9,BJ05817
EX43A,1979,35,58,10,BJ05832
O12,1979,31,54,11,BJ05841
O12,1980,21,45,9,BJ05841
EX18,1980,20,45,11,BJ05873
O42,1979,41,62,9,BJ05885
B194,1979,37,56,9,BJ05911
C55,1979,40,61,9,BJ05935
C44,1980,21,47,11,BJ05935
C8,1971,34,52,6,BJ14460
C55,1971,44,62,8,BJ14462
C154,1972,19,42,10,BJ14462
C53,1974,17,42,10,BJ14462
C52,1975,29,50,9,BJ14462
SW82,1971,37,58,9,BJ14463
SW104,1972,36,56,10,BJ14494
MP5,1976,37,56,11,BJ36555
MP7,1970,27,49,8,BJ54001
B225,1971,40,57,9,BJ54001
B26,1972,36,56,9,BJ54001
SW26,1970,48,63,7,BJ54002
B181,1970,34,54,10,BJ54004
B219,1970,41,60,9,BJ54009
MP86,1970,34,60,10,BJ54010
MP58,1970,42,60,8,BJ54012
MP58,1971,36,55,9,BJ54012
MP67,1972,20,40,6,BJ54012
MP69,1973,19,40,5,BJ54012
B211,1971,38,56,7,BJ54024
B78,1971,33,54,10,BJ54028
B60,1971,36,57,9,BJ54037
SW9,1972,33,51,8,BJ54089
SW9,1975,33,52,6,BJ54089
CP29,1971,29,50,10,BJ54095
EX59,1971,31,51,9,BJ54097
O32,1970,43,60,7,BJ54100
O34,1971,45,60,6,BJ54100
B111,1971,35,56,10,BJ54137
SW56,1972,31,54,9,BJ54179
B179,1971,34,54,9,BJ54202
B63,1972,25,48,10,BJ54202
MP82,1971,33,52,8,BJ54212
B212,1970,50,66,8,BJ54233
B180,1971,31,51,8,BJ54233
W7,1971,36,54,9,BJ54281
C125,1972,20,42,9,BJ54357
C10,1971,45,63,9,BJ54362
C109,1972,19,40,9,BJ54362
O86,1972,28,52,7,BJ54368
B226,1971,35,54,8,BJ54376
O36,1971,37,55,9,BJ54486
C59,1974,28,51,8,BJ54603
C40,1975,36,55,8,BJ54603
C149,1977,34,58,7,BJ54603
O50,1971,41,59,7,BJ54607
B113,1971,36,54,9,BJ54613
B127,1972,20,40,9,BJ54613
EX66,1972,22,44,8,BJ54632
EX67,1973,27,50,10,BJ54632
EX3,1971,27,47,10,BJ54637
O16,1972,21,43,10,BJ54637
SW26,1972,32,52,9,BJ54684
SW21,1973,33,55,9,BJ54684
B170,1971,32,52,8,BJ54688
B86,1971,33,51,6,BJ54689
B121,1972,19,44,11,BJ54694
B21,1973,31,53,12,BJ54694
B31,1972,20,40,9,BJ54695
MP90,1971,30,49,7,BJ54717
B36,1971,41,61,11,BJ54722
MP59,1971,32,52,9,BJ54737
MP55,1972,22,43,9,BJ54737
MP56,1973,30,55,10,BJ54737
B28,1972,28,49,7,BJ54739
B118,1973,29,51,9,BJ54739
B24,1974,24,46,7,BJ54739
B30,1975,32,53,7,BJ54739
EX8A,1971,27,47,9,BJ54751
O60,1971,33,52,7,BJ54772
O37,1971,40,55,7,BJ54783
EX30,1971,24,43,9,BJ54788
EX30,1972,11,37,9,BJ54788
CP36,1971,28,49,7,BJ54789
CP3,1971,30,52,9,BJ54790
W80,1971,32,54,9,BJ54791
O52,1971,30,52,9,BJ54794
CP43,1971,34,55,9,BJ54798
CP21,1971,25,47,7,BJ54800
CP18,1972,21,43,8,BJ54800
C59,1972,29,47,7,BJ54852
SW40,1972,33,52,6,BJ54869
CP29,1972,23,45,11,BJ54893
O19,1971,35,52,10,BJ54977
O14,1971,29,49,10,BN34001
O78,1971,40,57,8,BN34003
EX6,1971,41,61,9,BN34004
W66,1973,32,52,8,BN34005
CP27,1971,36,54,9,BN34021
CP41,1972,28,54,12,BN34049
MP57,1971,31,53,8,BN34051
MP58,1972,24,43,10,BN34051
MP54,1973,28,49,9,BN34051
B228,1971,30,50,9,BN34052
B228,1972,15,42,10,BN34052
B197,1971,36,54,8,BN34054
B53,1971,37,57,10,BN34058
B212,1972,20,43,11,BN34058
B224,1971,32,53,10,BN34062
MP66,1972,20,40,8,BN34065
B193,1971,32,51,10,BN34069
MP25,1972,25,44,6,BN34078
MP25,1973,27,49,6,BN34078
MP24,1975,27,47,9,BN34078
MP69,1972,27,46,7,BN34091
W9,1972,24,49,6,BN34127
W81,1973,29,51,11,BN34152
EX13A,1972,40,62,9,BN34189
EX13,1973,28,48,8,BN34189
SW66,1971,40,60,9,BN34238
EX39C,1972,20,43,9,BN34267
MP67,1975,23,48,10,BN34328
MP71,1976,35,56,9,BN34328
MP69,1977,20,53,10,BN34328
MP69,1978,27,50,8,BN34328
MP14,1975,27,48,8,BN34329
SW13,1975,49,67,7,BN34334
C125,1976,25,47,9,BN34349
EX62,1973,38,57,7,BN34374
C63,1973,44,65,9,BN34382
CP30,1974,34,54,8,BN34448
CP26,1975,29,49,10,BN34448
W74,1973,32,51,9,BN34455
EX57,1973,27,50,11,BN34481
EX67,1975,28,51,11,BN34483
B77,1975,27,49,9,BN34731
B4,1971,42,61,6,BN41458
MP48,1988,28,52,10,BO68366
MP47,1989,34,56,8,BO68366
EX26,1975,29,51,9,BP11014
W9,1977,35,56,8,BP11014
EX81A,1973,31,52,9,BP11028
EX7,1974,30,53,9,BP11028
SW124,1975,45,64,7,BP11029
EX41A,1974,35,55,8,BP11033
CP31,1973,37,56,8,BP11036
CP39,1973,32,57,10,BP11037
W61,1973,33,55,10,BP11039
W66,1976,27,46,9,BP11039
W72,1977,33,56,10,BP11039
W66,1978,35,56,10,BP11039
W53,1979,40,63,11,BP11039
W45,1973,32,51,7,BP11040
W2,1973,33,49,6,BP11041
W4B,1973,36,59,9,BP11042
W27,1974,25,48,9,BP11042
W21,1974,26,47,9,BP11043
W33,1973,34,55,11,BP11044
EX56,1973,29,51,11,BP11045
W99,1973,30,50,7,BP11046
W96,1975,31,52,8,BP11046
EX38,1973,30,51,9,BP11048
C39,1973,30,54,6,BP11056
C41,1974,29,56,8,BP11056
C55,1973,30,50,6,BP11062
C46,1974,42,59,6,BP11062
O26,1973,40,61,9,BP11067
C118,1973,30,52,7,BP11069
C21,1974,31,57,8,BP11069
EX80,1974,31,53,8,BP11115
EX42A,1975,34,56,9,BP11115
W89,1973,34,54,7,BP11117
W80,1973,32,54,9,BP11147
W64A,1974,39,57,8,BP11147
MP47,1975,28,51,10,BP11152
MP48,1976,28,47,7,BP11152
MP54,1979,32,56,11,BP11152
B7,1975,37,58,8,BP11166
B8,1976,38,57,9,BP11166
B34,1975,28,50,8,BP11175
EX61,1976,22,44,8,BP11189
MP60,1973,30,54,11,BP11268
MP48,1973,30,51,9,BP11269
B178,1973,37,55,9,BP11274
SW78,1973,33,56,10,BP11276
B220,1975,29,51,9,BP11276
SW78,1976,30,50,10,BP11276
SW15,1973,34,55,9,BP11280
SW105,1973,37,57,7,BP11281
SW76,1973,31,55,8,BP11282
B217,1975,28,48,8,BP11363
W59,1974,29,49,8,BP11438
W60,1974,27,45,6,BP11555
O20,1974,25,49,8,BP11559
O15,1977,29,53,11,BP11562
W56,1974,21,45,9,BP11602
W26,1973,30,52,9,BP11618
W73,1974,30,53,11,BP11647
W51,1973,34,57,10,BP11654
EX64,1974,35,56,7,BP11670
EX30,1974,40,60,7,BP11674
CP43,1974,28,50,9,BP11814
CP41,1975,27,48,8,BP11814
SW11,1977,36,59,10,BP11827
SW10,1978,34,57,10,BP11827
EX45,1977,24,46,11,BP11840
CP18,1977,28,49,9,BP11841
W36,1975,27,47,7,BP11908
W36,1976,22,41,8,BP11908
W56,1977,29,50,6,BP11908
W11,1978,30,54,10,BP11908
EX51D,1976,25,46,9,BP11996
C138,1972,31,55,10,BP52037
SW51,1972,41,62,8,BP52043
C30,1972,24,44,8,BP52049
C1,1972,29,48,9,BP52050
MP79,1973,30,52,9,BP52118
MP50,1975,29,51,9,BP52118
MP79,1976,25,46,9,BP52118
SW63,1973,32,52,8,BP52130
B59,1975,35,56,9,BP52135
CP43,1973,32,59,10,BP52161
CP41,1974,30,53,5,BP52161
B79,1975,30,49,7,BP52236
B88,1975,32,50,5,BP52242
MP2,1973,38,58,9,BP52252
B229,1973,32,58,8,BP52297
B25,1975,27,49,9,BP52297
B117,1976,21,43,9,BP52297
B219,1977,30,50,8,BP52297
MP10,1973,28,49,9,BP52300
MP11,1975,24,45,9,BP52300
EX64,1973,36,57,8,BP52313
EX73,1973,31,53,9,BP52317
W46,1975,33,55,9,BP52330
B77,1973,34,55,7,BP52381
C1,1974,33,54,8,BP52404
O101,1978,36,62,9,BP52483
MP61,1976,31,51,8,BP52487
MP63,1977,19,42,10,BP52487
MP77,1976,35,53,7,BP52489
MP77,1977,28,49,8,BP52489
C11,1976,30,51,10,BP52491
C104,1977,46,65,9,BP52491
MP73,1976,32,51,9,BP52493
MP50,1973,23,47,9,BP78511
EX28,1984,47,64,8,BR27012
EX47A,1985,24,46,10,BR27012
C108,1975,31,50,6,BR62040
C108,1976,24,48,9,BR62040
C11,1977,39,59,5,BR62040
SW110,1974,31,51,8,BR62077
O7,1975,31,52,6,BR62096
O84,1974,31,53,8,BR62109
O8,1976,32,53,9,BR62116
SW117,1975,39,60,9,BR62121
W33,1975,30,51,7,BR62122
W33,1977,34,55,7,BR62122
W93,1974,22,46,8,BR62127
W95,1975,27,49,8,BR62127
W94,1974,34,54,7,BR62128
EX36,1974,26,48,9,BR62130
EX34,1975,28,48,9,BR62130
EX35,1977,21,45,10,BR62130
EX35,1978,24,47,11,BR62130
EX18,1974,26,48,5,BR62131
EX14A,1975,27,49,9,BR62131
EX54,1974,35,53,6,BR62132
CP36,1975,29,50,8,BR62132
W58,1975,29,52,10,BR62138
W42,1976,26,47,9,BR62138
CP22,1974,31,55,12,BR62148
B63,1975,32,53,8,BR62159
MP61,1975,30,51,8,BR62168
MP57,1976,33,53,9,BR62168
SW111,1975,44,67,6,BR62191
EX6,1977,28,53,9,BR62192
MP71,1975,31,52,7,BR62204
MP58,1976,32,52,7,BR62204
MP58,1977,27,46,7,BR62204
MP58,1978,34,51,7,BR62204
MP14,1979,33,53,9,BR62204
B21,1975,32,50,8,BR62222
MP2,1976,29,47,7,BR62222
B221,1974,39,58,7,BR62234
MP19,1975,44,62,9,BR62236
MP14,1976,25,47,9,BR62236
C3B,1974,31,52,7,BR62276
SW17,1975,37,58,8,BR62287
C117,1974,32,53,9,BR62296
MP13,1977,25,47,11,BR62296
C49,1974,28,51,9,BR62297
W26,1975,38,60,6,BR62315
W25,1977,28,50,8,BR62315
C25,1975,31,53,9,BR62383
O106,1976,33,55,8,BR62389
SW32,1975,35,56,9,BR62393
B225,1975,38,54,6,BR62395
C45,1975,40,63,6,BR62447
C145,1978,38,59,8,BR62447
C136,1979,40,62,11,BR62447
C7,1981,28,53,10,BR62456
SW17,1981,28,52,7,BR62459
C102,1981,40,60,10,BR62463
C30,1981,43,64,10,BR62464
C38,1981,31,51,7,BR62472
O70,1981,28,50,11,BR62492
CP9,1976,21,48,10,BR62749
O34,1976,32,54,10,BR62750
EX73,1977,31,52,10,BR62821
W105,1977,31,51,8,BR62824
EX72,1978,31,53,11,BR62827
C6,1977,35,61,12,BR62831
C162,1978,36,59,13,BR62831
W20,1978,33,54,10,BR62839
SW112,1977,30,55,8,BR62840
W63,1976,38,55,9,BR62845
W65,1977,39,60,8,BR62845
O86,1979,40,61,10,BR62873
B190,1978,38,60,11,BR62883
B224,1980,19,43,12,BR62883
CP35,1978,24,47,10,BR62939
EX37,1978,27,48,8,BR62952
EX36,1979,25,45,9,BR62952
EX38A,1980,18,43,9,BR62952
EX56,1977,28,51,11,BR68425
EX49C,1978,27,50,11,BR68425
EX47A,1980,23,47,12,BR68425
C130,1974,32,51,8,BR75652
CP13,1974,28,51,7,BS08006
O30,1974,35,57,9,BS08007
O36,1974,38,57,7,BS08010
O64,1974,31,52,7,BS08011
O64,1975,29,53,8,BS08011
SW23,1975,33,52,7,BS08030
EX47A,1975,26,49,10,BS08058
O47,1975,32,54,10,BS08070
EX2,1976,27,49,10,BS08132
EX37,1975,27,48,10,BS08190
EX8A,1978,24,49,11,BS08190
EX8,1979,29,57,10,BS08190
C56,1975,33,56,10,BS08232
C24,1975,37,58,10,BS08248
C18,1976,38,58,10,BS08248
B178,1975,30,50,7,BS08365
MP37,1975,28,48,9,BS08368
CP34,1975,29,49,8,BS08375
B46,1975,34,52,7,BS08407
B215,1976,24,46,9,BS08409
SW46,1975,38,51,7,BS08410
SW71,1975,32,56,8,BS08420
SW78,1975,35,54,8,BS08421
SW83,1975,38,56,7,BS08422
B145,1975,36,56,8,BS08441
B145,1976,30,50,6,BS08441
B63,1977,26,49,9,BS08441
B155,1978,33,52,9,BS08441
MP7,1976,33,53,10,BS08446
SW42,1975,47,65,8,BS08450
W21,1977,28,50,9,BS08475
W61,1975,38,57,9,BS08476
W18,1975,32,55,9,BS08477
C106,1975,38,57,8,BS08480
C127,1976,34,54,9,BS08480
C155,1975,36,56,4,BS08481
W38,1975,40,59,7,BS08483
W47,1976,31,48,7,BS08483
W42,1977,37,53,7,BS08483
W24,1975,38,59,8,BS08484
C1,1975,43,63,8,BS08488
O75C,1976,27,48,8,BS08489
SW111,1978,42,63,8,BS08489
EX14A,1976,22,44,8,BS08491
O75D,1977,30,54,12,BS08499
W103A,1975,26,49,9,BS08508
EX12,1975,28,48,7,BS08510
MP48,1975,27,47,7,BS08560
MP53,1976,19,43,8,BS08560
MP54,1978,25,49,8,BS08560
B193,1975,32,52,8,BS08561
MP85,1975,28,51,8,BS08564
SW4,1975,37,58,9,BS08578
SW3,1978,36,59,7,BS08578
B86,1975,31,51,7,BS08579
MP43,1976,28,49,6,BS08590
MP47,1978,24,47,11,BS08590
EX55,1976,20,42,9,BS08597
EX67,1976,31,50,7,BS08636
EX66,1977,33,53,8,BS08636
EX68,1979,31,53,10,BS08636
EX67,1980,31,54,11,BS08636
W81,1976,25,44,9,BS08686
O70,1978,33,54,9,BS08786
B169,1977,37,57,8,BS08835
B214,1975,41,59,6,BS08954
B112,1975,38,60,9,BS08956
B12,1975,36,56,7,BS08957
SW78,1977,32,55,10,BS09156
MP83,1975,31,52,9,BS09255
B203,1975,34,56,9,BS09262
SW32,1976,44,62,8,BS44051
SW104A,1977,31,49,7,BS44051
W28,1976,27,43,8,BS44052
CP15,1977,33,53,9,BS44071
CP15,1978,27,51,10,BS44071
CP15,1979,25,50,11,BS44071
SW63,1976,39,59,9,BS44093
B219,1975,41,61,8,BS44225
B54,1976,40,60,8,BS44225
B58,1977,33,55,9,BS44225
B211,1978,35,56,10,BS44225
B54,1979,40,62,11,BS44225
EX52,1976,20,42,10,BS44272
EX52,1977,24,45,10,BS44272
EX57,1978,27,47,9,BS44272
EX52,1979,23,46,10,BS44272
EX86,1977,36,54,6,BS44285
SW23,1977,30,49,6,BS44331
SW29,1978,32,54,9,BS44331
B81,1977,33,53,6,BS44333
B214,1978,27,50,10,BS44333
B80A,1979,30,53,11,BS44333
B79,1977,27,49,9,BS44344
B63,1978,34,56,10,BS44344
B27,1977,30,51,8,BS44349
C19,1976,29,49,9,BS44359
EX29A,1976,25,49,12,BS44365
EX38,1976,23,45,9,BS44371
EX43D,1977,28,51,9,BS44371
O94,1976,40,59,7,BS44374
SW133,1977,38,57,7,BS44374
CP39,1977,22,44,11,BS44397
EX12,1976,21,44,10,BS44398
EX14,1977,24,46,8,BS44398
O30,1976,38,57,10,BS44400
O19,1977,36,54,6,BS44400
O27A,1978,31,56,11,BS44400
MP51,1979,35,57,10,BS44410
SW125,1979,44,66,10,BS44423
SW125,1980,24,51,11,BS44423
O96,1981,27,52,11,BS44423
SW125,1982,29,53,9,BS44423
SW21,1979,39,58,8,BS44424
SW21,1980,20,42,8,BS44424
SW21,1981,22,44,8,BS44424
SW21,1982,20,43,9,BS44424
W19,1977,31,50,7,BS44456
EX62B,1977,30,51,9,BS44460
CP37,1977,26,48,10,BS44466
CP37,1978,26,48,10,BS44466
CP24,1977,32,52,8,BS44467
CP21,1978,36,56,9,BS44467
EX19,1977,24,48,10,BS44469
W1,1977,32,53,18,BS44477
EX53,1977,25,47,11,BS44497
W24,1977,30,51,6,BS44498
C160B,1976,32,49,6,BS44511
C160A,1977,29,49,7,BS44511
W103A,1976,25,45,8,BS44518
W100,1977,31,53,9,BS44518
W95,1978,31,54,12,BS44518
C32,1976,34,54,8,BS44531
EX44,1976,23,41,7,BS44540
C135,1976,30,50,8,BS44541
C158,1978,34,55,9,BS44541
SW88,1976,35,54,8,BS44545
B2,1976,39,59,8,BS44548
B225,1976,32,53,9,BS44549
SW104A,1978,37,56,7,BS44551
W95,1977,24,49,11,BS44578
SW63,1979,42,65,11,BS44580
B205,1980,21,47,12,BS44580
B118,1977,28,50,7,BS44585
B92,1978,29,54,11,BS44585
CP14,1977,28,50,9,BS44596
EX42,1976,35,53,9,BS44600
EX43,1977,28,51,11,BS44600
B86,1976,32,50,7,BS44601
EX67,1977,31,52,9,BS44654
EX67,1978,37,60,9,BS44654
EX18A,1977,27,48,9,BS44658
O77,1976,26,46,9,BS44660
O77,1977,30,52,9,BS44660
