box,year,April_lay_date,April_hatch_date,Clutch_size,Mother
SW49,2003,27,48,8,TA16420
MP45,2003,20,42,9,TA16421
MP11,2003,26,48,8,TA16457
EX54,2003,26,44,6,TA16484
EX54,2004,16,36,8,TA16484
MP15,2003,22,44,9,TA16487
P23,2003,28,50,8,TA16549
B94,2003,31,49,8,TA16565
CP4,2003,27,51,3,TA16588
EX60,2003,29,48,7,TA16589
CP41,2004,18,37,8,TA16592
W51,2006,30,51,4,TA16651
SW1,2006,33,54,9,TA16661
B147,2006,26,51,11,TA16670
O71,2007,15,34,8,TA16681
O66,2008,14,38,8,TA16681
O71,2009,14,36,10,TA16681
EX43C,2003,22,54,6,TA16701
EX63,2003,28,48,6,TA16721
O23,2003,27,47,8,TA16723
SW105,2004,20,37,6,TA16744
SW105,2005,19,39,5,TA16744
C160A,2006,26,46,8,TA16744
W76,2004,17,37,9,TA16754
EX31A,2003,20,41,8,TA16757
EX31,2004,13,34,9,TA16757
EX31A,2005,20,41,9,TA16757
EX41C,2004,17,38,10,TA16761
EX2,2006,24,45,10,TA16761
EX44,2003,22,44,7,TA16786
SW27,2003,22,43,7,TA16787
EX58,2003,26,57,12,TA16800
EX59,2005,30,51,10,TA16800
C127,2003,26,45,8,TA16808
C123,2004,13,34,8,TA16808
O85,2003,22,43,8,TA16839
CP30,2003,34,52,7,TA16843
O87,2003,19,40,6,TA16848
O106,2004,24,46,8,TA16848
SW39,2003,26,46,5,TA16851
EX39C,2003,25,48,9,TA16861
EX42A,2004,19,44,11,TA16861
EX44,2005,27,50,11,TA16861
EX42A,2006,30,54,10,TA16861
EX39C,2007,20,42,9,TA16861
EX39,2008,36,57,9,TA16861
EX29A,2003,22,45,7,TA16864
EX47,2004,17,40,11,TA16864
EX43E,2005,26,49,10,TA16864
CP6,2003,34,54,6,TA16894
P16,2003,22,44,9,TA16901
EX43B,2003,26,45,8,TA16923
EX67,2004,19,42,7,TA16926
EX89,2003,33,52,7,TA16928
EX89,2004,25,46,8,TA16928
O103,2005,27,48,8,TA16928
W13,2003,27,48,9,TA16957
W31,2003,22,42,10,TA16995
SW86,2004,14,35,9,TB21507
B149,2004,28,49,8,TB21526
B136,2005,27,49,9,TB21562
B11,2006,29,49,8,TB21562
SW50,2004,17,37,10,TB21633
SW49,2005,26,46,7,TB21633
B188,2005,13,39,9,TB21644
B87,2006,19,44,11,TB21644
EX65,2004,20,40,8,TB21811
O25,2004,24,45,8,TB21870
B208,2004,15,37,8,TB21936
SW82,2006,26,46,8,TB26015
P12,2005,24,44,8,TB26045
SW82,2005,27,48,10,TB26053
MP59,2005,21,41,9,TB26054
MP75,2006,19,41,11,TB26054
MP73,2007,13,35,12,TB26054
SW41,2005,26,48,12,TB26055
MP78,2006,23,43,8,TB26077
MP75,2007,15,35,8,TB26077
MP76,2008,22,42,7,TB26077
SW70,2005,29,53,12,TB26105
SW72,2006,24,48,12,TB26105
SW72,2007,21,43,11,TB26105
SW70,2009,18,43,11,TB26105
MP35,2006,18,41,11,TB26121
MP80,2007,11,32,9,TB26121
MP36,2008,13,35,9,TB26121
C24A,2005,15,37,9,TB26122
B190,2005,17,38,9,TB26140
MP50,2005,11,36,9,TB26144
MP46,2006,18,42,10,TB26144
MP7,2005,31,52,9,TB26185
W94,2005,26,46,10,TB26221
W95,2006,25,46,9,TB26221
W94,2007,11,32,11,TB26221
P14,2005,24,39,8,TB26283
MP36,2005,17,39,9,TB26290
MP27,2006,18,40,9,TB26290
MP32,2007,13,35,11,TB26290
B105,2005,29,47,7,TB26303
P9,2005,24,45,8,TB26321
B48,2005,24,43,7,TB26349
O10,2005,22,43,8,TB26356
EX62E,2006,26,48,11,TB26362
EX61,2007,17,38,10,TB26362
SW21,2005,26,48,10,TB26367
W105,2006,24,47,10,TB26377
W105,2007,14,38,14,TB26377
W104,2008,15,41,11,TB26377
W105,2009,11,36,11,TB26377
W105,2010,20,47,5,TB26377
EX11,2005,29,49,7,TB26383
W44,2006,29,48,7,TB26387
EX16,2005,23,45,10,TB26389
MP60,2005,14,37,11,TB26510
C148,2005,13,38,11,TB26520
O19,2005,22,42,7,TB26552
CP33,2005,24,46,9,TB26574
CP33,2006,22,43,8,TB26574
W3,2006,26,45,7,TB26607
W5,2005,25,45,8,TB26609
EX65,2005,24,51,11,TB26611
W14,2005,23,42,6,TB26624
B32,2005,32,52,8,TB26647
W33,2005,30,50,9,TB26660
O69,2006,22,41,7,TB26663
O65,2007,13,32,8,TB26663
O65,2009,12,33,8,TB26663
O74,2005,13,40,12,TB26670
EX69,2005,30,53,9,TB26674
CP24,2005,31,50,9,TB26680
W50,2005,26,45,9,TB26693
W69,2006,26,49,11,TB26693
W50,2007,17,38,10,TB26693
CP25,2006,26,46,8,TB26694
SW14,2005,31,49,8,TB26696
SW130,2006,32,52,8,TB26696
SW130,2007,17,38,10,TB26696
SW128,2008,33,53,8,TB26696
W40,2005,20,42,9,TB26699
W46,2006,25,48,10,TB26699
W46,2007,17,37,11,TB26699
MP47,2008,15,35,8,TB26724
SW86,2007,18,36,7,TB26805
SW47,2008,37,57,9,TB26824
EX51,2007,15,34,8,TB26839
W100,2008,18,39,10,TB26841
SW90,2007,14,33,8,TB26845
EX51C,2007,17,37,9,TB26890
EX51B,2008,20,43,9,TB26890
EX51C,2009,18,39,9,TB26890
SW80A,2008,30,51,8,TB26900
C61,2004,20,39,6,TB27024
B92,2004,14,35,9,TB27036
EX73,2007,21,41,9,TB27061
C148,2007,15,37,11,TB27138
C45,2008,11,37,11,TB27138
C46,2010,13,37,11,TB27138
O55,2007,17,38,11,TB27182
O55,2008,17,40,9,TB27182
O37,2007,18,38,11,TB27188
O26,2008,24,48,11,TB27188
C163,2008,19,44,9,TB27253
C160B,2008,25,45,8,TB27262
O116,2008,17,36,5,TB27268
O116,2009,12,34,9,TB27268
EX70,2008,27,47,8,TB27277
C112,2008,25,46,7,TB27284
SW110,2007,15,35,9,TB27303
O68,2007,15,37,11,TB27305
O52,2007,13,35,10,TB27306
W91,2007,17,35,5,TB27312
W84,2008,20,39,7,TB27312
C42,2007,18,37,8,TB27357
C44,2008,16,35,6,TB27357
C44,2009,15,35,8,TB27357
O64,2008,24,43,4,TB27423
MP51,2008,25,45,8,TB27439
MP78,2009,14,36,9,TB27439
MP77,2010,15,37,11,TB27439
O75D,2008,25,43,6,TB27445
SW106,2009,26,44,9,TB27445
SW105,2012,3,27,9,TB27445
B163,2008,30,49,6,TB27452
B62,2009,15,35,8,TB27452
B63,2010,22,42,7,TB27452
EX9,2007,18,39,10,TB28383
EX80,2008,26,49,9,TB79277
W64A,2007,13,34,10,TC52694
B196,2006,24,47,10,TC58018
B196,2007,19,40,10,TC58018
W13,2005,24,43,8,TC58024
W54,2005,25,42,7,TC58032
W35,2006,27,45,8,TC58032
W60,2005,26,48,8,TC58038
CP15,2007,15,36,8,TC58046
CP16,2008,23,47,8,TC58046
CP14A,2009,18,41,9,TC58046
B21,2005,21,41,7,TC58054
B222,2006,31,52,9,TC58091
CP5,2006,35,53,7,TC58100
CP6,2007,21,41,8,TC58100
W4B,2008,37,54,6,TC58100
CP5A,2009,22,43,7,TC58100
C160A,2005,25,44,8,TC58112
C10,2006,21,41,9,TC58114
CP25,2005,31,51,8,TC58132
EX62A,2005,30,49,9,TC58140
EX47A,2005,27,49,10,TC58142
EX47A,2006,27,48,9,TC58142
MP25,2006,23,45,10,TC58158
MP23,2007,16,37,10,TC58158
MP33,2009,16,39,11,TC58158
C26,2005,22,46,8,TC58161
C2,2006,27,49,8,TC58161
SW6,2005,31,49,8,TC58162
SW44,2005,28,52,9,TC58171
W2,2005,32,53,9,TC58172
EX5A,2005,30,49,8,TC58188
O104,2005,27,55,21,TC58189
C110,2005,18,48,9,TC58193
C7,2008,15,35,5,TC58193
C141,2005,26,48,11,TC58197
O105,2005,26,44,7,TC58205
O104,2006,27,48,9,TC58205
O69,2007,16,37,9,TC58205
EX51A,2006,28,50,9,TC58206
EX51A,2007,17,38,10,TC58206
EX51A,2008,28,50,9,TC58206
MP48,2005,24,45,9,TC58229
EX15,2007,17,37,10,TC58246
O86,2007,19,38,9,TC58275
EX91,2008,26,48,9,TC58275
SW54,2005,27,48,8,TC58281
CP1,2005,30,49,9,TC58284
W4B,2006,27,47,6,TC58284
W4B,2007,16,36,9,TC58284
CP5B,2008,27,48,8,TC58284
O86,2005,24,48,8,TC58306
O13,2005,27,50,7,TC58321
O5,2006,23,44,9,TC58323
O6,2007,16,35,8,TC58323
W99A,2005,21,46,11,TC58350
O5,2005,20,42,9,TC58351
W87,2005,15,37,6,TC58365
W67,2005,26,45,8,TC58368
CP36,2005,27,48,10,TC58381
EX68,2006,24,49,11,TC58392
O33,2005,26,48,10,TC58408
EX5,2005,23,43,8,TC58414
EX5,2006,24,47,10,TC58414
CP23,2006,27,49,10,TC58420
MP25,2008,26,48,11,TC58458
W81,2005,19,46,13,TC58463
W84,2006,23,47,8,TC58463
O95,2005,19,41,9,TC58464
W43,2005,25,44,9,TC58497
W68,2006,23,45,9,TC58497
W67,2007,16,36,8,TC58497
EX51C,2005,27,49,11,TC58505
O54,2005,25,45,8,TC58508
W24,2005,24,59,10,TC58510
W24,2006,26,48,10,TC58510
W24,2007,15,37,10,TC58510
W24,2008,24,45,9,TC58510
EX14A,2005,25,49,11,TC58515
EX12A,2005,32,51,8,TC58559
W60,2006,37,56,8,TC58563
W42,2005,25,47,10,TC58577
W38,2006,26,49,11,TC58577
W44,2007,17,39,12,TC58577
W49,2008,34,53,6,TC58577
W44,2009,16,41,10,TC58577
EX51,2005,32,55,12,TC58580
W96,2005,22,43,8,TC58583
W93,2006,24,47,9,TC58583
W95,2007,13,35,11,TC58583
CP10,2005,23,44,9,TC58585
B168,2005,29,48,7,TC58607
EX29,2008,31,50,8,TC58622
EX62G,2008,30,49,7,TC58632
EX62G,2009,17,45,8,TC58632
EX62E,2010,15,38,9,TC58632
C54,2008,12,36,8,TC58655
C53,2009,10,33,10,TC58655
C53,2010,17,40,11,TC58655
C54,2011,9,31,11,TC58655
EX49A,2006,26,49,8,TC58755
EX49A,2007,12,34,10,TC58755
EX49A,2008,19,43,8,TC58755
CP43,2008,25,44,7,TC58776
CP43,2009,23,43,7,TC58776
EX43,2006,27,49,10,TC58781
EX43C,2007,15,37,10,TC58781
CP8,2006,26,44,6,TC58795
CP40A,2007,13,35,12,TC58797
SW86,2006,22,42,9,TC58812
SW89,2007,14,34,8,TC58812
EX51D,2006,39,59,8,TC58817
P23,2008,31,50,6,TC58930
P13,2009,15,39,10,TC58932
P13,2010,18,40,10,TC58932
CP16,2007,12,33,9,TC59019
EX71,2007,17,40,11,TC59023
C62,2006,29,48,7,TC59291
P8,2007,19,38,9,TC59307
P9,2008,27,46,8,TC59307
SW131,2007,17,37,8,TC59312
O82,2007,17,36,8,TC59320
O82,2008,19,40,7,TC59320
O108,2009,18,38,8,TC59320
O57,2007,19,39,9,TC59357
CP1,2007,21,41,9,TC59363
W52,2007,11,41,8,TC59394
W3,2007,20,39,8,TC59481
W4A,2008,27,47,8,TC59481
EX68,2007,21,38,6,TC59601
EX29,2007,20,40,9,TC59607
EX28,2008,24,46,9,TC59607
EX28,2009,16,38,10,TC59607
W98,2007,21,39,7,TC59608
EX11,2007,21,40,9,TC59612
EX36,2009,17,39,11,TC59612
W45,2007,18,39,10,TC59623
B72,2007,19,40,10,TC59631
B140,2008,28,48,9,TC59631
B67,2009,14,38,10,TC59631
CP40,2007,20,39,8,TC59635
SW15,2007,14,31,6,TC59645
EX80,2007,18,39,8,TC59652
W71,2009,15,36,9,TC59686
W80,2010,18,39,7,TC59686
W80,2012,13,43,8,TC59686
W66,2013,38,59,5,TC59686
O87,2008,26,47,9,TC59689
O76,2007,13,36,11,TC59691
EX4,2007,21,40,6,TC59701
EX4,2008,27,49,8,TC59701
EX62H,2007,23,41,10,TC59725
W74,2007,19,39,10,TC59749
W52,2008,22,44,9,TC59749
W53,2009,13,35,11,TC59749
W67,2011,10,31,9,TC59749
W97,2007,17,37,8,TC59761
W97,2008,18,42,9,TC59761
W97,2009,8,33,12,TC59761
W2,2008,30,49,9,TC59783
W103,2007,24,43,8,TC59802
B91,2007,19,40,10,TC59808
B15,2009,11,37,12,TC59808
EX47A,2007,24,42,7,TC59842
B215,2007,25,44,7,TC59873
W69,2007,20,39,8,TC59893
W45,2008,25,46,10,TC59893
O42,2007,18,38,8,TC59916
O4,2007,17,40,8,TC59939
EX74,2007,18,37,8,TC59941
EX74,2008,31,51,9,TC59941
EX10,2015,15,35,9,TE03611
EX10,2016,28,47,6,TE03611
EX9,2018,24,43,8,TE03611
EX10,2019,6,27,8,TE03611
CP12,2015,14,36,9,TE03615
O48,2015,25,48,7,TE03622
MP11,2015,13,35,8,TE03625
MP7,2016,35,52,4,TE03625
P5,2015,20,39,6,TE03632
EX51A,2015,27,49,8,TE03673
EX79,2015,16,35,9,TE03681
SW113,2015,27,50,9,TE03686
SW113,2016,30,48,5,TE03686
MP47,2006,34,51,7,TE79013
MP42,2007,18,38,10,TE79013
MP41,2008,24,45,8,TE79013
MP38,2009,11,34,9,TE79013
MP42,2010,19,45,9,TE79013
MP53,2006,20,44,10,TE79039
MP57,2007,12,34,9,TE79039
MP53,2008,14,38,7,TE79039
MP56,2009,11,34,10,TE79039
MP53,2010,17,39,7,TE79039
MP56,2011,10,32,11,TE79039
MP53,2012,12,40,8,TE79039
MP92,2006,25,45,8,TE79083
MP78,2007,19,38,10,TE79151
B206,2007,16,37,11,TE79165
CP14A,2006,25,45,7,TE79225
EX41E,2007,19,42,11,TE79277
EX53,2006,22,43,9,TE79324
B89,2006,24,44,7,TE79381
B193,2007,18,37,8,TE79381
EX48,2006,27,52,10,TE79387
EX55,2008,26,60,10,TE79387
EX62D,2007,20,39,8,TE79390
EX62D,2008,27,47,9,TE79390
CP38,2006,22,45,10,TE79541
P6,2006,20,41,9,TE79554
C52,2006,28,50,6,TE79569
SW43,2006,24,44,8,TE79646
EX80,2006,25,47,9,TE79729
EX42,2006,28,49,9,TE79755
O48,2008,22,42,7,TE79766
EX5A,2006,30,50,9,TE79798
EX46,2006,28,48,7,TE79801
EX47,2007,15,36,8,TE79801
EX46,2008,24,50,10,TE79801
O16,2007,15,37,11,TE79837
O16,2008,24,48,11,TE79837
EX62,2006,21,43,10,TE79844
EX62A,2007,14,35,11,TE79844
C58,2006,25,44,7,TE79870
C40,2006,27,47,8,TE79871
C141,2007,13,34,10,TE79871
C40,2008,20,42,9,TE79871
C41,2009,17,39,10,TE79871
SW120,2008,20,44,10,TE79914
SW120,2009,8,31,9,TE79914
SW121,2010,11,35,11,TE79914
EX8,2008,27,49,10,TE79918
EX86,2006,32,56,11,TE80006
B194A,2006,24,44,7,TE80011
B194A,2007,14,33,8,TE80011
SW9,2006,22,45,12,TE80035
SW10,2007,14,35,10,TE80035
SW10,2008,29,51,11,TE80035
O60,2006,24,43,6,TE80049
O60,2007,13,32,7,TE80049
EX81A,2007,21,42,9,TE80064
B165,2006,23,45,10,TE80067
EX39A,2006,24,46,8,TE80110
EX39A,2007,17,39,10,TE80110
EX42A,2008,27,50,9,TE80110
EX39C,2009,19,42,9,TE80110
CP36,2007,15,33,6,TE80115
CP36,2008,17,45,10,TE80115
EX62G,2006,30,52,9,TE80125
EX62E,2007,14,35,10,TE80125
O102,2006,26,49,9,TE80127
O25,2006,27,48,10,TE80216
O25,2007,9,32,11,TE80216
EX41D,2006,26,48,10,TE80229
MP15,2006,18,38,8,TE80258
EX20,2006,20,41,8,TE80266
EX20,2007,11,32,9,TE80266
EX20,2008,15,36,7,TE80266
EX19A,2010,12,33,9,TE80266
W99A,2006,31,50,7,TE80269
P2,2006,24,46,10,TE80294
P12,2007,17,37,8,TE80294
B90,2006,36,54,7,TE80309
W36,2006,29,53,9,TE80336
SW71,2006,23,42,7,TE80347
CP39,2006,15,34,9,TE80407
CP39,2007,10,28,8,TE80407
O58,2006,34,55,9,TE80456
EX39,2006,28,57,11,TE80458
W92,2007,15,36,9,TE80501
W91,2008,21,44,9,TE80501
O7,2006,22,44,9,TE80505
B184,2006,21,43,8,TE80522
CP21,2006,26,47,9,TE80531
CP14A,2007,15,36,10,TE80531
W7,2006,25,47,8,TE80534
W7,2007,16,36,9,TE80534
EX71,2006,22,43,9,TE80544
O20,2006,25,46,8,TE80553
W39,2006,32,51,9,TE80558
EX69,2006,27,47,7,TE80569
EX51B,2006,27,48,8,TE80606
W29,2006,27,49,9,TE80611
CP20,2006,21,43,9,TE80618
W52,2006,27,47,8,TE80635
W61,2007,18,38,9,TE80635
EX8,2007,18,40,10,TE80637
W87,2006,24,46,8,TE80677
W89,2007,18,37,8,TE80677
W87,2008,25,47,9,TE80677
W22,2006,24,47,10,TE80717
W22,2007,17,37,10,TE80717
C9,2019,14,33,6,TE80778
W95,2020,13,34,9,TE80782
W77,2021,17,39,8,TE80782
W77,2022,14,35,9,TE80782
O21,2019,13,34,9,TE80789
O21,2020,14,35,9,TE80789
O30,2021,15,39,10,TE80789
O21,2022,14,38,11,TE80789
P14,2020,17,38,9,TE80810
B215,2019,18,37,8,TE80814
B14,2019,20,40,9,TE80864
B97,2020,18,36,7,TE80864
B225,2019,22,41,8,TE80886
B213,2019,20,41,9,TE80889
B196,2019,18,41,8,TE80892
MP42,2020,25,44,8,TE80990
MP42,2021,24,45,6,TE80990
MP42,2022,18,38,8,TE80990
C136,2020,16,37,10,TE80994
C136,2021,7,34,10,TE80994
C20,2020,14,35,10,TE80998
SW127,2020,26,44,7,TE80999
W62,2008,31,51,9,TJ24022
W50,2009,15,36,10,TJ24022
SW134,2008,36,56,9,TJ24171
EX77,2009,22,44,10,TJ24171
EX77,2010,23,47,9,TJ24171
O81,2008,27,48,10,TJ24202
EX39A,2008,27,47,8,TJ24350
P21,2010,19,38,7,TJ24511
P21,2011,19,36,7,TJ24511
CP7,2009,9,31,10,TJ24598
CP7,2010,9,33,8,TJ24598
SW32,2015,17,38,6,TJ24614
EX5A,2015,22,40,6,TJ24630
O12,2016,39,50,2,TJ24630
O20,2018,23,44,6,TJ24630
W49,2015,22,40,7,TJ24645
B201,2015,22,43,8,TJ24672
P9,2016,40,59,8,TJ24672
B185,2017,23,43,8,TJ24672
W42,2015,18,37,7,TJ24696
EX3,2015,19,41,10,TJ24698
CP41,2013,36,54,6,TJ24711
EX36,2010,15,38,10,TJ24715
EX61,2012,15,40,6,TJ24728
EX61,2013,38,59,6,TJ24728
O55,2010,21,42,9,TJ24751
W32,2010,17,51,13,TJ24834
W54,2011,16,35,8,TJ24834
W41,2010,21,41,9,TJ24864
W39,2011,14,32,7,TJ24864
W39,2012,22,42,6,TJ24864
CP2,2010,25,46,8,TJ24874
EX51A,2010,20,42,10,TJ24945
W58,2010,18,40,8,TJ24961
W57,2012,12,39,7,TJ24961
CP43,2013,31,51,6,TJ24974
O13,2009,16,36,8,TJ25269
O13A,2010,13,35,10,TJ25269
CP39,2011,9,30,9,TJ25282
CP29,2009,16,37,8,TJ25288
CP29,2010,15,37,9,TJ25288
B222,2008,25,47,9,TJ25799
B7,2009,13,36,12,TJ25799
B89,2008,27,49,8,TJ26069
B90,2009,14,37,8,TJ26069
MP89,2009,17,40,12,TJ26089
O86,2009,16,35,8,TJ26161
O64,2009,18,38,8,TJ26190
O61,2010,15,38,9,TJ26190
O67,2010,18,40,10,TJ26196
O56,2009,18,40,10,TJ26240
O54,2010,15,41,11,TJ26240
O54,2011,13,35,11,TJ26240
O56,2012,21,48,8,TJ26240
P5,2009,20,40,8,TJ26252
P5,2010,22,40,7,TJ26252
P12,2011,13,34,10,TJ26252
MP73,2008,21,43,11,TJ26502
B27,2008,19,41,8,TJ26504
MP40,2008,26,47,9,TJ26506
MP54,2008,16,36,6,TJ26665
MP41,2009,9,30,9,TJ26665
MP47,2011,8,30,10,TJ26665
MP27,2012,4,30,10,TJ26665
MP18,2008,28,47,8,TJ26753
MP87,2009,16,37,10,TJ26753
MP18,2010,18,37,7,TJ26753
MP18,2011,11,31,9,TJ26753
MP69,2008,12,33,7,TJ26765
SW33,2019,11,35,10,TJ26822
SW112,2018,27,46,7,TJ26865
SW121,2018,22,45,10,TJ26866
C132,2019,14,34,9,TJ26875
SW35,2019,19,39,8,TJ26880
SW35,2020,19,39,8,TJ26880
SW34,2021,22,47,7,TJ26880
SW33,2022,24,48,7,TJ26880
O42,2019,21,40,7,TJ26883
EX51,2008,26,47,8,TJ27445
W57,2008,25,46,9,TJ27510
W26,2009,17,37,10,TJ27510
W27,2011,11,33,10,TJ27510
EX14B,2008,25,46,9,TJ27563
EX14B,2009,16,37,11,TJ27563
EX18A,2010,14,43,11,TJ27563
EX18A,2011,13,35,10,TJ27563
O21,2008,18,40,9,TJ27564
CP1,2008,26,48,9,TJ27568
W69,2008,26,46,7,TJ27582
W67,2009,15,35,9,TJ27582
W67,2010,20,39,7,TJ27582
O35,2008,24,45,8,TJ27586
O46,2009,17,37,9,TJ27586
O30,2010,19,39,8,TJ27586
EX90,2008,29,50,11,TJ27613
B217,2008,25,44,8,TJ27682
B32,2008,32,52,7,TJ27702
W21,2010,25,48,5,TJ27740
EX68,2008,28,47,7,TJ27864
CP24,2008,34,54,9,TJ27899
EX51B,2009,19,42,10,TJ27899
EX18,2008,21,44,10,TJ27904
MP13,2008,23,46,9,TK25538
C135,2007,14,35,9,TK25571
C58,2008,21,44,9,TK25571
C61A,2007,20,38,7,TK25574
B39,2007,20,40,9,TK25601
B38,2008,34,49,7,TK25601
B139,2009,16,39,9,TK25601
MP30,2007,16,36,9,TK25603
MP2,2007,17,38,9,TK25612
MP46,2007,18,37,8,TK25624
MP50,2008,16,37,7,TK25624
MP47,2009,10,33,11,TK25624
MP46,2010,20,44,10,TK25624
SW59,2008,40,58,7,TK25625
MP63,2007,14,36,11,TK25648
O2,2007,19,40,10,TK25654
O1,2008,19,45,11,TK25654
B80,2007,16,37,5,TK25674
MP97,2007,13,37,8,TK25676
MP98,2008,19,42,9,TK25676
MP97,2009,14,36,10,TK25676
MP98,2010,15,41,10,TK25676
SW34,2008,23,53,9,TK25698
P6,2009,17,40,10,TK25698
P7,2010,20,41,9,TK25698
P6,2011,11,33,10,TK25698
B127,2007,15,38,10,TK25701
MP7,2007,22,41,9,TK25707
MP26,2007,15,36,8,TK25760
B87,2007,18,36,7,TK25769
B188,2008,25,43,6,TK25769
B188,2009,15,36,7,TK25769
B125,2008,25,47,9,TK25796
B23,2009,15,35,9,TK25796
B123,2010,19,41,9,TK25796
B85,2007,21,41,8,TK25805
O68,2008,15,37,7,TK25841
MP59,2007,14,33,8,TK25848
MP56,2008,25,44,6,TK25848
W99,2007,19,38,7,TK25851
W5,2007,22,39,6,TK25862
W81,2007,14,34,10,TK25873
W64A,2008,14,35,9,TK25873
EX14A,2007,16,39,11,TK25875
W64,2007,21,41,9,TK25880
W63,2008,21,43,8,TK25880
P10,2007,16,37,8,TK26041
P11,2008,27,49,9,TK26041
EX78,2007,20,39,9,TK26049
EX10A,2008,28,48,10,TK26061
EX48A,2007,17,38,10,TK26078
EX47,2008,26,46,7,TK26078
EX48A,2009,17,40,10,TK26078
EX48,2010,18,41,11,TK26078
SW78,2007,15,35,9,TK26079
SW78,2008,28,49,9,TK26079
SW79,2009,31,50,9,TK26079
SW76,2010,18,39,10,TK26079
O93,2007,15,38,11,TK26136
O33,2007,18,37,6,TK26141
B222,2007,24,44,7,TK26145
SW133,2007,17,37,8,TK26156
SW133,2008,28,51,10,TK26156
W21,2007,18,39,9,TK26210
EX44,2007,18,38,9,TK26224
EX31A,2009,26,47,8,TK26224
W11,2010,23,46,10,TK26224
CP35,2007,17,36,8,TK26227
W72,2007,12,32,10,TK26228
W83,2007,13,35,10,TK26233
W83,2008,15,40,8,TK26233
W83,2009,10,35,12,TK26233
EX48,2007,16,37,10,TK26234
CP38,2007,18,36,7,TK26251
CP37,2007,25,44,8,TK26264
CP33,2009,21,42,8,TK26264
EX28,2007,20,41,10,TK26267
CP8,2007,21,40,7,TK26287
CP9,2008,30,50,8,TK26287
W15,2007,16,38,9,TK26302
CP31,2007,21,40,8,TK26310
CP31,2008,25,47,8,TK26310
O56,2007,17,38,13,TK26331
O56,2008,27,48,10,TK26331
O36,2007,19,42,11,TK26344
O27,2008,24,48,11,TK26344
O109,2007,19,40,10,TK26382
O109,2008,27,50,10,TK26382
SW120,2007,16,37,10,TK26384
CP9,2007,20,41,8,TK26389
W93,2007,13,33,9,TK26521
W95,2008,11,34,9,TK26521
W92,2009,6,30,12,TK26521
W83,2010,11,35,11,TK26521
SW107,2007,19,38,9,TK26531
SW109A,2009,15,37,10,TK26531
O75B,2007,15,37,10,TK26533
W1,2008,24,46,9,TK26581
CP13,2007,17,37,9,TK26608
O39,2008,26,47,10,TK26616
EX13,2007,14,34,9,TK26620
P1,2008,29,50,9,TK26637
CP40A,2009,17,40,8,TK26669
CP40A,2010,11,36,10,TK26669
O23,2009,16,36,8,TK26692
MP84,2008,29,47,6,TK26716
C15,2008,28,49,9,TK26893
B189,2008,26,46,9,TK26899
O69,2008,17,42,8,TK26923
O70,2010,13,38,10,TK26923
CP6,2008,21,44,10,TK26931
SW63,2010,13,38,12,TK26950
O43,2008,18,38,9,TK26952
CP5A,2008,28,48,7,TK26979
W4B,2009,16,38,8,TK26979
W3,2010,19,40,6,TK26979
B63,2008,25,46,8,TK26987
C152,2008,13,34,9,TK26991
C52,2009,9,32,10,TK26991
O75,2008,16,38,8,TK26998
B90,2007,16,37,10,TK27045
O104,2009,17,40,11,TK27048
O104,2010,22,46,10,TK27048
CP5A,2010,25,52,6,TK27050
SW6,2007,24,41,6,TK27052
SW17,2007,17,37,7,TK27091
MP93,2007,11,31,8,TK27122
MP83,2007,20,39,9,TK27125
MP34A,2008,27,47,8,TK27125
B93,2007,17,37,10,TK27148
B20,2008,17,37,7,TK27148
B21,2009,11,33,10,TK27148
B92,2010,16,38,9,TK27148
SW71,2007,17,39,9,TK27152
MP43,2007,22,39,8,TK27162
C114,2007,15,34,8,TK27169
C14,2008,15,35,7,TK27169
C15,2009,12,33,9,TK27169
SW35,2007,15,35,9,TK27170
SW35,2008,27,48,9,TK27170
SW35,2009,13,34,10,TK27170
SW34,2010,15,36,10,TK27170
SW34,2011,10,32,9,TK27170
O52,2008,24,46,8,TK27252
O4,2008,25,46,6,TK27253
CP41,2008,15,36,8,TK27297
CP43,2015,11,31,9,TK27331
EX57,2015,14,34,8,TK27335
EX47A,2016,34,54,6,TK27393
C126,2016,36,55,7,TK27396
CP33,2007,17,37,9,TK27403
EX59,2007,23,41,8,TK27405
EX59,2008,28,49,10,TK27405
EX60,2009,19,42,9,TK27405
EX60,2010,18,41,11,TK27405
EX49,2007,17,38,10,TK27406
W54,2007,14,34,9,TK27410
W54,2008,23,44,8,TK27410
EX51D,2008,24,46,10,TK27423
B180,2007,19,40,8,TK27426
B79,2008,24,47,10,TK27426
SW44,2007,17,38,9,TK27434
O61,2007,16,38,9,TK27438
O60,2008,14,36,8,TK27438
SW101A,2007,15,33,7,TK27442
SW101,2008,27,46,6,TK27442
SW32,2009,25,42,6,TK27442
O75A,2008,17,39,8,TK27475
SW116,2007,14,37,11,TK27505
SW116,2008,17,40,8,TK27505
O70,2007,18,38,9,TK27537
O70,2008,24,45,10,TK27537
O53,2008,23,46,8,TK27555
O53,2009,16,38,10,TK27555
EX38A,2007,17,46,8,TK27605
CP37,2008,18,38,8,TK27611
EX53,2009,15,36,9,TK27611
B16,2007,15,36,8,TK27665
O37,2009,17,42,11,TK27679
B121,2007,18,37,8,TK27716
O94,2008,28,48,6,TK27746
C23,2008,18,39,7,TK27757
C37,2009,7,30,7,TK27757
C57,2010,16,39,9,TK27757
